application_id,customer_record_id,application_date,requested_limit,annual_revenue,years_in_business,industry
APP003876,C001870,2023-04-19,36327.57,135791.7,4.0,Professional Services
APP003877,C001871,2023-07-07,27384.8,116267.55,4.3,Energy
APP003878,C001871,2024-02-11,7933.78,120947.77,4.2,Wholesale
APP003879,C001872,2024-01-03,7425.39,55322.76,4.8,Manufacturing
APP003880,C001872,2024-12-23,16219.02,60434.31,5.2,Automotive
APP003881,C001873,2024-04-08,20535.09,143541.53,8.5,Manufacturing
APP003882,C001873,2024-04-30,12091.62,157790.77,8.6,Professional Services
APP003883,C001874,2023-05-29,3706.53,25000.0,10.5,Healthcare
APP003884,C001874,2024-02-03,6969.41,25000.0,10.5,Manufacturing
APP003885,C001875,2023-02-08,8760.5,39997.66,3.7,Food Services
APP003886,C001876,2023-02-12,11221.78,44924.5,3.2,Retail
APP003887,C001876,2023-04-15,9226.69,40518.48,3.2,Food Services
APP003888,C001876,2023-05-11,9628.34,38400.6,3.2,Food Services
APP003889,C001877,2024-07-21,5092.88,30998.09,2.8,Food Services
APP003890,C001877,2024-11-10,5611.71,29502.01,2.9,Wholesale
APP003891,C001879,2025-01-16,7194.52,127602.16,4.8,Wholesale
APP003892,C001879,2024-01-25,9166.72,124052.91,4.2,Automotive
APP003893,C001879,2023-09-29,17531.22,107800.78,4.2,Manufacturing
APP003894,C001880,2024-01-30,3000.0,25000.0,3.5,Healthcare
APP003895,C001880,2024-09-01,3443.46,25000.0,2.0,Energy
APP003896,C001880,2024-10-18,3797.9,25000.0,2.7,Construction
APP003897,C001881,2024-02-17,56682.86,208105.38,8.1,Transportation
APP003898,C001882,2023-06-03,13092.73,86957.45,2.4,Manufacturing
APP003899,C001882,2023-09-20,16711.4,93294.47,2.5,Professional Services
APP003900,C001883,2024-07-01,5713.38,25000.0,1.2,Automotive
APP003901,C001883,2023-10-02,3508.46,25442.2,1.7,Automotive
APP003902,C001883,2024-12-15,3000.0,25430.17,1.0,Transportation
APP003903,C001884,2024-04-19,11912.81,58209.0,7.7,Transportation
APP003904,C001886,2024-09-17,15486.6,55401.23,7.4,Food Services
APP003905,C001886,2023-06-13,4165.46,48979.32,7.4,Professional Services
APP003906,C001886,2024-10-31,13662.26,56362.29,7.5,Automotive
APP003907,C001887,2024-05-06,16956.63,61776.04,2.4,Energy
APP003908,C001887,2024-07-27,13675.98,66423.66,2.4,Professional Services
APP003909,C001887,2024-07-27,14377.39,69848.85,2.4,Energy
APP003910,C001889,2024-02-18,7919.33,31364.58,1.5,Automotive
APP003911,C001889,2024-08-29,9912.98,35711.78,1.6,Construction
APP003912,C001889,2023-08-17,3000.0,33506.94,1.1,Energy
APP003913,C001891,2024-03-18,10186.44,99519.98,7.0,Energy
APP003914,C001891,2023-06-03,18994.76,92342.25,6.0,Construction
APP003915,C001890,2025-03-03,21833.45,104414.71,6.2,Food Services
APP003916,C001890,2024-03-16,22355.3,92930.26,6.4,Wholesale
APP003917,C001893,2024-02-22,11843.09,64315.04,2.5,Construction
APP003918,C001892,2024-06-02,5971.08,57071.41,2.6,Retail
APP003919,C001896,2024-11-14,8038.74,79998.06,5.0,Healthcare
APP003920,C001895,2023-05-06,13874.79,83657.83,4.3,Healthcare
APP003921,C001896,2023-06-17,14466.57,87158.18,4.6,Energy
APP003922,C001896,2024-02-27,13755.17,84852.7,4.6,Manufacturing
APP003923,C001897,2023-02-04,74365.71,304250.64,12.0,Transportation
APP003924,C001897,2024-05-10,27845.46,272204.52,12.2,Food Services
APP003925,C001897,2024-01-29,50939.37,246501.83,13.0,Wholesale
APP003926,C001897,2024-11-02,26159.39,270541.82,12.7,Retail
APP003927,C001898,2024-04-03,3897.09,30499.13,9.3,Construction
APP003928,C001899,2023-01-21,7108.41,103497.82,6.8,Transportation
APP003929,C001899,2024-11-25,7157.32,105649.12,7.1,Food Services
APP003930,C001899,2024-04-02,24323.18,89275.15,6.2,Wholesale
APP003931,C001899,2023-12-25,10257.89,89604.47,7.2,Retail
APP003932,C001900,2024-03-22,4143.82,35238.81,3.9,Energy
APP003933,C001900,2024-03-02,6354.38,37030.72,2.7,Food Services
APP003934,C001900,2024-10-29,3195.27,36819.23,3.3,Energy
APP003935,C001901,2023-05-15,77268.33,326960.08,3.0,Transportation
APP003936,C001902,2024-09-27,3154.25,25000.0,7.1,Energy
APP003937,C001902,2023-09-27,5092.25,25000.0,7.2,Transportation
APP003938,C001902,2024-08-31,3529.77,25000.0,7.0,Wholesale
APP003939,C001903,2024-01-04,5550.5,25000.0,11.2,Healthcare
APP003940,C001903,2023-01-15,3000.0,25529.25,11.1,Construction
APP003941,C001904,2023-12-04,4688.59,43629.52,2.3,Food Services
APP003942,C001904,2025-03-01,3002.66,39116.27,2.6,Retail
APP003943,C001904,2024-05-31,3000.0,37674.97,2.5,Professional Services
APP003944,C001905,2024-05-05,7248.49,32833.64,1.5,Food Services
APP003945,C001905,2024-07-19,3000.0,33938.31,1.9,Wholesale
APP003946,C001905,2023-11-21,9868.64,35729.13,1.3,Wholesale
APP003947,C001905,2023-02-03,3909.73,29586.88,1.4,Manufacturing
APP003948,C001905,2024-03-10,3000.0,33749.21,1.8,Wholesale
APP003949,C001906,2024-07-09,14151.54,52732.4,8.8,Transportation
APP003950,C001906,2023-10-02,9741.47,53742.22,8.3,Energy
APP003951,C001907,2023-03-14,22519.0,94268.99,4.7,Transportation
APP003952,C001907,2023-02-01,19311.19,122828.14,4.6,Manufacturing
APP003953,C001907,2024-01-28,13507.02,104565.43,4.1,Transportation
APP003954,C001908,2023-09-21,4610.52,42002.72,2.1,Manufacturing
APP003955,C001908,2023-04-14,6149.92,45352.92,2.8,Automotive
APP003956,C001908,2024-03-01,7935.87,45599.31,2.6,Wholesale
APP003957,C001908,2025-02-23,9200.35,40224.7,2.3,Manufacturing
APP003958,C001909,2023-06-29,4533.38,25000.0,9.5,Manufacturing
APP003959,C001909,2023-04-17,6367.52,25000.0,10.1,Automotive
APP003960,C001910,2023-10-04,13560.78,80204.2,5.3,Food Services
APP003961,C001910,2024-11-30,10134.73,73091.77,5.6,Automotive
APP003962,C001910,2024-02-23,15220.89,73895.19,5.5,Retail
APP003963,C001911,2024-09-19,7317.47,87514.31,3.9,Construction
APP003964,C001911,2025-02-08,5414.39,93591.96,4.0,Automotive
APP003965,C001911,2023-04-29,26065.09,100140.16,4.4,Manufacturing
APP003966,C001912,2023-08-12,14009.93,98566.53,7.7,Construction
APP003967,C001912,2023-06-15,24103.01,97640.71,7.8,Construction
APP003968,C001913,2025-01-23,4451.98,25000.0,1.4,Transportation
APP003969,C001913,2024-12-27,5893.38,25080.64,1.6,Energy
APP003970,C001913,2024-09-10,5393.84,25000.0,0.7,Construction
APP003971,C001913,2024-08-04,3000.0,28767.87,1.4,Manufacturing
APP003972,C001914,2024-09-09,12607.47,132120.11,4.4,Manufacturing
APP003973,C001915,2025-03-09,12206.48,134729.23,4.8,Construction
APP003974,C001915,2024-02-15,13741.24,120952.69,4.0,Professional Services
APP003975,C001915,2023-11-25,12845.62,131886.22,4.6,Food Services
APP003976,C001915,2023-08-23,40368.62,161847.92,4.4,Construction
APP003977,C001916,2023-05-19,18507.98,110890.55,3.3,Automotive
APP003978,C001916,2024-04-20,26988.61,110310.91,3.4,Professional Services
APP003979,C001916,2024-03-02,20368.37,101163.67,3.5,Healthcare
APP003980,C001916,2023-09-29,24651.32,101653.47,3.4,Wholesale
APP003981,C001917,2023-09-15,44319.23,170004.02,10.5,Automotive
APP003982,C001917,2024-02-29,28144.41,144832.22,10.1,Automotive
APP003983,C001917,2024-06-05,31601.47,163520.76,10.0,Construction
APP003984,C001918,2023-03-29,3000.0,54862.83,1.3,Energy
APP003985,C001918,2024-06-07,7724.23,49795.76,0.9,Food Services
APP003986,C001918,2024-04-05,13642.75,56525.31,1.2,Transportation
APP003987,C001920,2023-09-04,5365.58,33884.72,4.2,Transportation
APP003988,C001919,2023-01-21,3000.0,34653.67,4.7,Retail
APP003989,C001920,2024-06-01,6239.87,33690.67,4.3,Energy
APP003990,C001921,2024-09-20,3000.0,25000.0,2.0,Manufacturing
APP003991,C001922,2024-11-09,6914.91,25000.0,1.8,Retail
APP003992,C001924,2023-11-26,19766.77,240770.16,2.4,Wholesale
APP003993,C001923,2024-03-06,47388.16,238915.33,2.4,Wholesale
APP003994,C001924,2025-02-17,36176.69,260825.45,2.6,Healthcare
APP003995,C001923,2024-09-07,37770.05,250608.01,2.4,Food Services
APP003996,C001924,2023-02-21,26592.16,241084.21,2.3,Professional Services
APP003997,C001926,2024-07-13,18508.76,66162.5,4.6,Energy
APP003998,C001927,2023-11-06,20982.06,76021.17,5.0,Healthcare
APP003999,C001928,2023-09-11,9651.89,126034.05,8.3,Energy
APP004000,C001928,2024-06-24,17330.69,109768.13,8.5,Manufacturing
APP004001,C001928,2023-10-16,14216.86,115417.58,7.9,Retail
APP004002,C001929,2023-06-01,44813.96,393308.66,1.1,Energy
APP004003,C001930,2023-08-20,7255.43,75757.78,7.8,Food Services
APP004004,C001930,2024-01-26,15699.96,83699.75,8.0,Healthcare
APP004005,C001931,2024-10-31,6447.41,100339.88,5.5,Wholesale
APP004006,C001931,2023-12-02,11203.48,93301.84,5.9,Professional Services
APP004007,C001931,2024-11-21,30610.12,115902.93,5.9,Healthcare
APP004008,C001933,2024-11-09,3000.0,44303.61,8.4,Professional Services
APP004009,C001933,2023-08-15,3000.0,48114.68,9.3,Professional Services
APP004010,C001934,2024-01-15,7063.76,25375.25,2.1,Energy
APP004011,C001935,2024-10-12,7279.6,26828.79,4.5,Food Services
APP004012,C001935,2023-11-27,5620.74,25000.0,4.2,Transportation
APP004013,C001935,2023-07-23,7381.89,29555.71,3.8,Wholesale
APP004014,C001935,2023-10-02,3339.58,28234.49,4.4,Retail
APP004015,C001935,2024-10-09,3279.37,25000.0,3.9,Professional Services
APP004016,C001937,2024-12-14,11677.56,63172.17,2.8,Construction
APP004017,C001936,2024-08-05,4005.25,62254.42,2.5,Food Services
APP004018,C001937,2023-12-08,3197.58,55145.32,4.0,Wholesale
APP004019,C001937,2023-03-28,8940.51,51594.69,3.4,Transportation
APP004020,C001938,2024-05-13,4681.77,87634.41,8.1,Professional Services
APP004021,C001938,2023-06-14,18923.24,70353.06,7.9,Wholesale
APP004022,C001938,2023-05-30,9509.37,73070.41,7.8,Energy
APP004023,C001939,2024-05-31,4659.2,32549.33,5.9,Food Services
APP004024,C001939,2024-03-17,6097.88,35362.16,5.4,Manufacturing
APP004025,C001939,2023-08-03,8093.43,29271.74,5.9,Food Services
APP004026,C001940,2024-12-06,17136.39,63849.93,10.0,Healthcare
APP004027,C001940,2025-02-27,10777.77,60636.51,10.8,Automotive
APP004028,C001940,2023-09-21,9969.54,55701.43,10.3,Transportation
APP004029,C001940,2024-06-02,8335.16,56870.48,10.5,Professional Services
APP004030,C001940,2024-04-04,13614.64,54764.51,10.5,Manufacturing
APP004031,C001942,2024-03-24,6595.36,59331.07,0.7,Energy
APP004032,C001942,2024-09-01,17909.66,67313.42,0.1,Energy
APP004033,C001943,2024-10-12,9544.54,113755.91,3.4,Wholesale
APP004034,C001944,2024-11-25,5788.85,27926.82,5.7,Wholesale
APP004035,C001944,2023-01-23,3388.74,25443.49,6.5,Wholesale
APP004036,C001945,2023-07-24,6857.65,27436.02,6.2,Food Services
APP004037,C001946,2025-02-24,18167.31,68196.33,6.8,Healthcare
APP004038,C001947,2023-10-05,4325.14,73847.96,6.8,Healthcare
APP004039,C001946,2023-07-04,23379.45,85917.01,7.4,Professional Services
APP004040,C001948,2023-05-30,8831.91,40726.92,11.4,Automotive
APP004041,C001949,2023-03-10,3000.0,25000.0,5.8,Healthcare
APP004042,C001949,2023-10-22,3000.0,25000.0,5.6,Professional Services
APP004043,C001949,2024-08-06,3000.0,25000.0,5.5,Wholesale
APP004044,C001949,2024-02-28,3305.5,25000.0,5.6,Automotive
APP004045,C001950,2024-11-05,15988.51,101652.36,4.9,Automotive
APP004046,C001950,2023-08-09,17395.02,95589.31,4.9,Wholesale
APP004047,C001950,2023-07-26,16736.82,107201.14,4.5,Retail
APP004048,C001950,2023-09-09,17352.94,99302.09,5.2,Food Services
APP004049,C001951,2024-02-26,3263.28,25000.0,10.4,Energy
APP004050,C001951,2025-03-05,5422.54,25000.0,9.3,Wholesale
APP004051,C001951,2023-12-03,4903.52,25000.0,9.8,Retail
APP004052,C001952,2024-12-07,25477.53,100419.98,15.1,Transportation
APP004053,C001952,2024-03-18,15500.75,98384.58,14.4,Automotive
APP004054,C001952,2023-12-20,6991.1,91430.35,15.1,Food Services
APP004055,C001953,2023-10-09,13921.09,97172.62,2.9,Retail
APP004056,C001953,2024-02-02,8724.51,90780.81,3.3,Transportation
APP004057,C001954,2023-12-24,19819.71,92675.64,12.0,Automotive
APP004058,C001954,2023-02-14,20122.96,90842.7,12.4,Healthcare
APP004059,C001955,2024-04-30,3000.0,25000.0,8.1,Wholesale
APP004060,C001955,2023-11-10,5554.65,25000.0,7.9,Construction
APP004061,C001955,2023-11-01,5635.58,25000.0,7.9,Energy
APP004062,C001955,2024-03-05,5339.0,25000.0,8.3,Energy
APP004063,C001956,2024-12-01,14937.9,78734.33,9.2,Food Services
APP004064,C001956,2023-03-01,6835.41,82292.1,9.7,Wholesale
APP004065,C001957,2023-10-17,14660.34,63002.27,4.4,Wholesale
APP004066,C001957,2024-08-15,10449.72,58072.74,4.9,Manufacturing
APP004067,C001957,2024-07-02,3010.8,55164.7,4.6,Retail
APP004068,C001958,2023-04-21,4701.68,41547.25,9.0,Food Services
APP004069,C001959,2023-05-18,14300.3,53966.7,7.5,Wholesale
APP004070,C001960,2024-02-09,26380.95,347084.57,9.6,Manufacturing
APP004071,C001961,2024-09-10,23106.97,351187.2,9.5,Automotive
APP004072,C001961,2025-01-14,55226.42,416664.79,9.5,Professional Services
APP004073,C001961,2024-10-31,85300.85,342983.05,10.0,Energy
APP004074,C001962,2023-04-05,34120.44,184467.63,6.9,Food Services
APP004075,C001962,2023-02-19,11949.27,161627.53,7.0,Retail
APP004076,C001962,2024-02-24,22354.31,180978.26,6.3,Transportation
APP004077,C001963,2023-03-26,9148.62,42184.8,2.1,Professional Services
APP004078,C001963,2023-08-16,8373.25,46049.47,1.6,Manufacturing
APP004079,C001963,2024-10-09,7474.03,55206.48,1.2,Wholesale
APP004080,C001965,2024-09-26,7828.83,57420.47,7.0,Automotive
APP004081,C001965,2024-08-20,4762.65,55693.72,6.9,Healthcare
APP004082,C001964,2023-05-05,6181.89,63340.54,7.2,Transportation
APP004083,C001966,2023-03-14,38120.49,175780.18,12.1,Healthcare
APP004084,C001968,2024-11-15,13148.56,67423.4,5.5,Wholesale
APP004085,C001970,2024-11-03,21580.27,78434.44,5.9,Healthcare
APP004086,C001969,2023-01-28,7930.9,89625.94,6.0,Energy
APP004087,C001970,2024-09-14,14984.22,85636.05,5.9,Food Services
APP004088,C001971,2023-05-26,7855.47,52096.56,2.9,Manufacturing
APP004089,C001971,2023-10-10,8456.63,42166.57,3.2,Transportation
APP004090,C001972,2023-02-10,14059.22,140364.68,7.0,Manufacturing
APP004091,C001973,2024-08-25,28923.49,129826.75,3.4,Manufacturing
APP004092,C001973,2024-12-08,9152.26,127023.68,3.5,Wholesale
APP004093,C001973,2024-07-12,9427.27,136297.64,3.5,Professional Services
APP004094,C001973,2023-08-08,18190.14,121803.4,3.8,Manufacturing
APP004095,C001974,2023-03-16,11228.81,62697.19,5.3,Food Services
APP004096,C001974,2023-07-12,3675.04,57873.35,4.0,Construction
APP004097,C001975,2023-06-02,32323.36,206562.59,3.2,Automotive
APP004098,C001977,2024-12-11,48117.79,201035.27,4.0,Energy
APP004099,C001978,2023-06-04,12362.18,47091.1,3.7,Automotive
APP004100,C001978,2023-08-18,5655.17,46298.37,3.9,Retail
APP004101,C001978,2023-06-02,8073.71,49046.0,4.0,Manufacturing
APP004102,C001979,2023-04-29,6540.41,121864.0,16.2,Professional Services
APP004103,C001979,2025-01-23,19379.47,158365.72,15.9,Transportation
APP004104,C001980,2023-07-03,41264.62,189378.82,4.4,Automotive
APP004105,C001980,2023-03-11,19607.53,186080.7,4.8,Automotive
APP004106,C001981,2023-11-07,9724.0,79548.63,8.4,Automotive
APP004107,C001981,2023-04-22,10854.68,82132.31,8.9,Food Services
APP004108,C001982,2023-09-18,4439.19,27159.88,0.9,Healthcare
APP004109,C001983,2024-05-10,4311.8,46296.34,7.7,Professional Services
APP004110,C001983,2023-03-17,7183.25,47130.99,7.5,Professional Services
APP004111,C001984,2024-07-04,5655.86,55629.29,9.1,Energy
APP004112,C001984,2023-05-20,8989.79,65597.38,7.9,Construction
APP004113,C001985,2023-08-18,13128.78,143814.79,3.4,Retail
APP004114,C001985,2023-08-31,32135.26,155782.4,3.6,Professional Services
APP004115,C001986,2023-05-25,46557.62,339029.6,9.8,Transportation
APP004116,C001986,2024-06-19,63832.88,355419.1,9.8,Professional Services
APP004117,C001987,2023-05-15,29979.32,400183.76,9.6,Energy
APP004118,C001988,2023-05-14,25138.45,90384.51,24.1,Retail
APP004119,C001988,2023-01-29,19298.84,97323.03,24.2,Professional Services
APP004120,C001988,2024-10-02,13304.49,80974.12,24.2,Professional Services
APP004121,C001988,2024-06-09,12768.04,68413.87,24.3,Retail
APP004122,C001989,2023-06-11,4851.16,68593.94,9.0,Manufacturing
APP004123,C001990,2024-12-23,13338.02,57805.82,9.3,Manufacturing
APP004124,C001989,2024-08-29,16659.63,60315.83,8.8,Energy
APP004125,C001991,2023-10-28,3000.0,26262.78,3.5,Construction
APP004126,C001991,2023-11-30,4212.45,25000.0,3.6,Energy
APP004127,C001992,2023-03-31,16065.69,63446.24,5.6,Wholesale
APP004128,C001992,2023-05-16,17348.46,65014.0,5.2,Healthcare
APP004129,C001992,2023-01-02,13798.87,62584.45,6.0,Food Services
APP004130,C001992,2025-02-16,13682.42,73436.37,5.2,Energy
APP004131,C001994,2025-01-23,14216.55,55706.49,3.8,Transportation
APP004132,C001995,2023-08-27,3000.0,25000.0,5.1,Energy
APP004133,C001995,2023-09-01,4960.38,25000.0,5.3,Transportation
APP004134,C001996,2024-08-11,9971.76,100037.15,9.8,Food Services
APP004135,C001996,2024-05-02,6510.29,115229.54,9.6,Retail
APP004136,C001997,2023-02-24,27130.38,126432.01,9.3,Manufacturing
APP004137,C001998,2025-01-24,41579.48,359481.56,7.7,Construction
APP004138,C001998,2023-05-23,60902.25,398726.79,7.9,Transportation
APP004139,C002000,2023-05-02,3418.35,44874.9,5.1,Energy
APP004140,C001999,2024-11-25,8170.26,46617.91,5.2,Healthcare
APP004141,C001999,2024-05-14,4578.73,41453.36,4.9,Manufacturing
APP004142,C002001,2024-02-09,21562.71,81292.91,2.8,Healthcare
APP004143,C002001,2024-12-25,27831.01,102179.93,3.3,Retail
APP004144,C002001,2024-11-16,14375.06,85345.47,2.8,Transportation
APP004145,C002001,2025-03-10,10518.96,88742.24,2.9,Healthcare
APP004146,C002002,2023-12-16,12523.68,65935.01,2.4,Professional Services
APP004147,C002002,2023-09-19,13705.69,65317.11,3.0,Healthcare
APP004148,C002002,2024-01-09,9703.48,61365.67,3.3,Professional Services
APP004149,C002002,2024-12-24,12637.99,67163.1,2.5,Healthcare
APP004150,C002003,2023-08-10,6843.67,25000.0,4.2,Energy
APP004151,C002003,2023-09-29,3000.0,25000.0,4.5,Food Services
APP004152,C002003,2023-12-13,3826.64,25000.0,4.2,Healthcare
APP004153,C002004,2023-03-02,6835.43,25000.0,4.1,Professional Services
APP004154,C002004,2023-05-22,5519.51,25000.0,4.5,Healthcare
APP004155,C002004,2024-10-08,6452.54,25000.0,4.4,Transportation
APP004156,C002004,2024-06-27,4390.55,25000.0,3.9,Healthcare
APP004157,C002004,2024-08-12,3000.0,25000.0,4.5,Manufacturing
APP004158,C002005,2023-08-01,4387.72,25000.0,4.0,Energy
APP004159,C002005,2025-01-21,6505.25,25000.0,4.5,Transportation
APP004160,C002007,2024-09-17,5042.65,54966.22,5.3,Manufacturing
APP004161,C002007,2023-02-08,5912.07,52882.07,5.5,Manufacturing
APP004162,C002007,2023-02-26,5636.63,55948.37,5.6,Transportation
APP004163,C002008,2023-04-21,5670.17,41007.41,9.3,Food Services
APP004164,C002008,2024-05-26,4028.79,40991.25,9.7,Transportation
APP004165,C002009,2023-07-29,4679.04,54779.21,11.8,Professional Services
APP004166,C002009,2023-03-09,8115.09,57233.92,11.6,Energy
APP004167,C002009,2024-05-15,10332.25,63435.46,11.5,Manufacturing
APP004168,C002009,2024-02-10,4672.14,59649.21,12.0,Construction
APP004169,C002009,2023-12-25,5706.42,59816.14,12.0,Construction
APP004170,C002010,2023-09-10,8641.39,92369.19,4.8,Professional Services
APP004171,C002010,2024-06-14,11379.88,77150.46,4.8,Food Services
APP004172,C002011,2023-07-19,9367.1,126021.59,4.5,Food Services
APP004173,C002011,2024-06-12,27989.16,108757.92,4.2,Professional Services
APP004174,C002011,2023-05-17,23210.56,108545.61,3.7,Energy
APP004175,C002011,2024-08-01,13158.18,98043.36,4.2,Professional Services
APP004176,C002012,2024-05-10,5486.67,47703.23,6.9,Food Services
APP004177,C002012,2024-10-11,13980.16,55002.64,7.5,Healthcare
APP004178,C002012,2023-05-09,5195.74,52963.13,6.5,Automotive
APP004179,C002013,2023-07-14,32259.98,183338.77,3.9,Energy
APP004180,C002014,2023-04-16,9505.66,180211.33,3.6,Automotive
APP004181,C002015,2025-02-04,15336.15,105972.53,3.2,Automotive
APP004182,C002015,2023-01-05,11568.95,112378.93,3.6,Wholesale
APP004183,C002015,2024-10-05,22925.68,90869.77,3.2,Construction
APP004184,C002016,2023-10-09,3661.85,56966.63,4.2,Transportation
APP004185,C002016,2025-02-12,8940.06,55530.49,3.7,Transportation
APP004186,C002016,2023-02-24,3950.87,63659.95,3.7,Food Services
APP004187,C002018,2023-06-18,10709.56,44818.59,3.2,Construction
APP004188,C002017,2023-06-21,12152.93,54767.91,2.6,Manufacturing
APP004189,C002017,2024-10-16,7407.86,46594.16,2.7,Retail
APP004190,C002019,2024-07-06,6607.95,29874.13,2.3,Construction
APP004191,C002021,2023-12-31,7988.52,32285.96,6.9,Retail
APP004192,C002021,2024-09-18,9011.77,34868.34,6.8,Retail
APP004193,C002022,2024-09-12,29332.83,130470.35,5.7,Automotive
APP004194,C002022,2024-08-12,36273.98,144264.97,6.3,Wholesale
APP004195,C002022,2025-01-22,30952.62,124379.98,5.5,Energy
APP004196,C002022,2024-09-29,23489.51,146640.21,5.9,Construction
APP004197,C002023,2023-07-19,43050.97,217192.54,6.5,Retail
APP004198,C002023,2023-11-15,57558.32,214408.66,6.6,Healthcare
APP004199,C002023,2024-11-19,60821.04,239935.14,6.5,Manufacturing
APP004200,C002023,2024-03-31,17400.61,211062.78,7.4,Wholesale
APP004201,C002024,2023-11-16,3000.0,25000.0,4.3,Healthcare
APP004202,C002026,2024-03-02,13312.19,48614.13,3.8,Retail
APP004203,C002028,2024-11-16,3000.0,27421.64,6.0,Professional Services
APP004204,C002028,2023-02-20,4426.56,29056.74,5.7,Food Services
APP004205,C002027,2023-09-05,6018.76,29790.1,5.8,Professional Services
APP004206,C002027,2023-10-07,4734.33,30664.49,5.5,Transportation
APP004207,C002029,2023-03-01,39184.28,258826.85,6.5,Healthcare
APP004208,C002029,2024-09-17,13694.98,223915.69,6.9,Wholesale
APP004209,C002030,2023-09-29,5806.3,40287.21,2.8,Professional Services
APP004210,C002030,2024-09-13,10465.6,39161.93,2.4,Transportation
APP004211,C002031,2025-02-14,7823.61,87934.32,7.5,Manufacturing
APP004212,C002033,2024-05-02,10988.41,100174.58,1.3,Automotive
APP004213,C002032,2023-01-21,25790.01,99301.87,1.5,Healthcare
APP004214,C002032,2023-12-01,20589.09,111332.13,0.9,Automotive
APP004215,C002033,2024-09-03,8597.66,87993.98,2.0,Energy
APP004216,C002034,2023-06-24,17240.84,116963.53,6.0,Manufacturing
APP004217,C002034,2023-02-19,19686.97,117599.28,6.0,Professional Services
APP004218,C002034,2024-07-18,20689.34,108728.15,5.7,Manufacturing
APP004219,C002034,2023-03-30,16131.16,119197.87,5.6,Food Services
APP004220,C002034,2024-08-21,25121.4,119235.98,6.0,Manufacturing
APP004221,C002035,2024-02-19,38871.06,218274.65,7.4,Construction
APP004222,C002035,2023-07-27,24236.6,192378.78,7.6,Food Services
APP004223,C002036,2024-11-24,8831.51,81204.95,9.9,Retail
APP004224,C002038,2024-06-17,31965.38,136073.28,9.5,Food Services
APP004225,C002038,2023-09-11,27250.86,128028.42,9.2,Manufacturing
APP004226,C002038,2025-03-02,28336.98,156767.12,9.1,Wholesale
APP004227,C002040,2023-12-30,3000.0,25000.0,3.4,Wholesale
APP004228,C002041,2023-03-05,27770.81,122549.26,4.9,Food Services
APP004229,C002041,2023-02-13,23937.39,119205.15,4.8,Energy
APP004230,C002042,2023-12-04,6071.82,25000.0,11.2,Energy
APP004231,C002043,2023-05-18,6651.29,52688.59,5.7,Retail
APP004232,C002044,2025-02-22,6089.1,25000.0,6.0,Manufacturing
APP004233,C002044,2023-11-27,6307.13,25000.0,5.9,Wholesale
APP004234,C002044,2023-02-22,6481.9,25000.0,6.3,Food Services
APP004235,C002044,2024-06-29,4584.32,25000.0,5.5,Food Services
APP004236,C002044,2024-08-31,3000.0,25000.0,5.8,Healthcare
APP004237,C002045,2023-07-10,15659.42,100764.76,3.0,Healthcare
APP004238,C002046,2024-06-12,20409.23,86568.92,2.9,Construction
APP004239,C002046,2023-12-26,10091.14,92564.36,2.8,Retail
APP004240,C002047,2023-12-06,3000.0,25000.0,4.4,Food Services
APP004241,C002047,2023-09-13,3000.0,25000.0,4.3,Healthcare
APP004242,C002047,2023-09-24,3000.0,25000.0,4.6,Wholesale
APP004243,C002047,2023-08-22,4081.36,25000.0,4.7,Professional Services
APP004244,C002047,2024-11-04,3000.0,25000.0,4.3,Construction
APP004245,C002048,2024-03-25,22084.14,179461.22,3.7,Professional Services
APP004246,C002048,2024-10-19,49689.5,180801.42,4.3,Construction
APP004247,C002049,2023-03-05,11278.48,68684.03,9.4,Retail
APP004248,C002050,2024-09-06,20154.39,77695.17,9.4,Automotive
APP004249,C002050,2023-08-27,4616.61,76040.43,9.3,Manufacturing
APP004250,C002051,2024-05-16,26629.87,279423.86,11.1,Automotive
APP004251,C002051,2024-04-10,18192.97,276722.02,11.1,Wholesale
APP004252,C002051,2024-04-07,84987.65,332017.6,10.5,Automotive
APP004253,C002052,2024-02-19,5219.33,58474.42,6.2,Energy
APP004254,C002052,2023-02-21,6251.06,56611.81,6.5,Healthcare
APP004255,C002052,2024-03-28,3242.24,64367.72,6.4,Professional Services
APP004256,C002052,2023-02-13,16049.33,60754.3,6.5,Healthcare
APP004257,C002052,2023-07-21,8301.87,71496.43,6.3,Construction
APP004258,C002054,2024-12-02,5687.65,34937.02,10.8,Automotive
APP004259,C002053,2024-05-31,8905.97,43268.51,10.6,Healthcare
APP004260,C002056,2023-04-24,9904.02,69950.27,3.4,Automotive
APP004261,C002055,2024-05-07,12137.63,70655.16,3.0,Automotive
APP004262,C002057,2023-09-30,15049.03,154493.67,5.2,Retail
APP004263,C002057,2025-01-29,42242.66,166513.97,4.8,Construction
APP004264,C002059,2024-01-24,16965.53,99821.08,4.7,Professional Services
APP004265,C002059,2023-12-02,18399.49,98037.12,4.4,Automotive
APP004266,C002060,2024-03-12,19843.87,117421.61,4.5,Food Services
APP004267,C002060,2025-02-23,16247.51,115300.62,4.4,Manufacturing
APP004268,C002061,2025-02-11,11094.83,124619.52,4.2,Professional Services
APP004269,C002062,2024-10-09,13765.68,60072.03,7.0,Healthcare
APP004270,C002063,2023-07-01,5345.23,59802.43,6.3,Manufacturing
