account_id,score_date,vendor_risk_score,vendor_risk_band
A004174,2025-01-31,707.2,B
A004175,2025-01-31,677.2,C
A004176,2025-01-31,664.2,C
A004177,2025-01-31,693.1,B
A004178,2025-01-31,672.0,C
A004179,2025-01-31,760.0,A
A004180,2025-01-31,681.3,B
A004181,2025-01-31,638.3,C
A004182,2025-01-31,719.3,B
A004183,2025-01-31,685.8,B
A004184,2025-01-31,685.0,B
A004185,2025-01-31,609.7,D
A004186,2025-01-31,673.8,C
A004187,2025-01-31,641.4,C
A004188,2025-01-31,630.8,C
A004189,2025-01-31,609.6,D
A004190,2025-01-31,686.4,B
A004191,2025-01-31,657.9,C
A004192,2025-01-31,645.4,C
A004193,2025-01-31,754.1,A
A004194,2025-01-31,766.5,A
A004195,2025-01-31,769.0,A
A004196,2025-01-31,796.9,A
A004197,2025-01-31,615.7,D
A004198,2025-01-31,644.4,C
A004199,2025-01-31,697.8,B
A004200,2025-01-31,580.3,D
A004201,2025-01-31,644.7,C
A004202,2025-01-31,610.9,D
A004203,2025-01-31,632.8,C
A004204,2025-01-31,643.5,C
A004205,2025-01-31,610.5,D
A004206,2025-01-31,629.2,C
A004207,2025-01-31,700.9,B
A004208,2025-01-31,604.8,D
A004209,2025-01-31,547.7,E
A004210,2025-01-31,620.6,C
A004211,2025-01-31,618.9,D
A004212,2025-01-31,713.0,B
A004213,2025-01-31,767.4,A
A004214,2025-01-31,685.2,B
A004215,2025-01-31,745.9,A
A004216,2025-01-31,732.6,B
A004217,2025-01-31,650.1,C
A004218,2025-01-31,730.5,B
A004219,2025-01-31,656.0,C
A004220,2025-01-31,662.7,C
A004221,2025-01-31,636.8,C
A004222,2025-01-31,630.4,C
A004223,2025-01-31,690.1,B
A004224,2025-01-31,594.2,D
A004225,2025-01-31,655.0,C
A004226,2025-01-31,617.3,D
A004227,2025-01-31,589.4,D
A004228,2025-01-31,698.8,B
A004229,2025-01-31,717.8,B
A004230,2025-01-31,680.8,B
A004231,2025-01-31,647.7,C
A004232,2025-01-31,649.6,C
A004233,2025-01-31,684.1,B
A004234,2025-01-31,725.9,B
A004235,2025-01-31,598.5,D
A004236,2025-01-31,646.4,C
A004237,2025-01-31,630.4,C
A004238,2025-01-31,576.7,D
A004239,2025-01-31,644.8,C
A004240,2025-01-31,734.1,B
A004241,2025-01-31,632.8,C
A004242,2025-01-31,640.9,C
A004243,2025-01-31,559.9,E
A004244,2025-01-31,673.1,C
A004245,2025-01-31,715.4,B
A004246,2025-01-31,722.0,B
A004247,2025-01-31,760.4,A
A004248,2025-01-31,600.6,D
A004249,2025-01-31,682.5,B
A004250,2025-01-31,675.3,C
A004251,2025-01-31,597.3,D
A004252,2025-01-31,621.7,C
A004253,2025-01-31,721.6,B
A004254,2025-01-31,663.0,C
A004255,2025-01-31,689.6,B
A004256,2025-01-31,753.5,A
A004257,2025-01-31,683.8,B
A004258,2025-01-31,627.0,C
A004259,2025-01-31,573.7,D
A004260,2025-01-31,705.5,B
A004261,2025-01-31,734.5,B
A004262,2025-01-31,822.5,A
A004263,2025-01-31,611.6,D
A004264,2025-01-31,742.2,A
A004265,2025-01-31,641.7,C
A004266,2025-01-31,683.8,B
A004267,2025-01-31,689.4,B
A004268,2025-01-31,714.1,B
A004269,2025-01-31,666.8,C
A004270,2025-01-31,655.1,C
A004271,2025-01-31,573.5,D
A004272,2025-01-31,579.7,D
A004273,2025-01-31,609.7,D
A004274,2025-01-31,609.4,D
A004275,2025-01-31,615.8,D
A004276,2025-01-31,790.1,A
A004277,2025-01-31,712.3,B
A004278,2025-01-31,725.0,B
A004279,2025-01-31,723.7,B
A004280,2025-01-31,649.9,C
A004281,2025-01-31,683.8,B
A004282,2025-01-31,693.0,B
A004283,2025-01-31,684.9,B
A004284,2025-01-31,765.7,A
A004285,2025-01-31,708.6,B
A004286,2025-01-31,688.3,B
A004287,2025-01-31,644.4,C
A004288,2025-01-31,716.2,B
A004289,2025-01-31,652.2,C
A004290,2025-01-31,788.8,A
A004291,2025-01-31,614.1,D
A004292,2025-01-31,707.0,B
A004293,2025-01-31,663.9,C
A004294,2025-01-31,650.6,C
A004295,2025-01-31,684.2,B
A004296,2025-01-31,663.2,C
A004297,2025-01-31,621.4,C
A004298,2025-01-31,634.8,C
A004299,2025-01-31,661.3,C
A004300,2025-01-31,729.7,B
A004301,2025-01-31,708.6,B
A004302,2025-01-31,499.8,E
A004303,2025-01-31,623.1,C
A004304,2025-01-31,559.7,E
A004305,2025-01-31,547.4,E
A004306,2025-01-31,710.5,B
A004307,2025-01-31,698.1,B
A004308,2025-01-31,743.4,A
A004309,2025-01-31,673.4,C
A004310,2025-01-31,638.1,C
A004311,2025-01-31,577.9,D
A004312,2025-01-31,713.4,B
A004313,2025-01-31,721.8,B
A004314,2025-01-31,667.4,C
A004315,2025-01-31,714.6,B
A004316,2025-01-31,581.9,D
A004317,2025-01-31,753.2,A
A004318,2025-01-31,731.0,B
A004319,2025-01-31,680.3,B
A004320,2025-01-31,750.5,A
A004321,2025-01-31,739.8,B
A004322,2025-01-31,669.4,C
A004323,2025-01-31,596.2,D
A004324,2025-01-31,626.4,C
A004325,2025-01-31,649.6,C
A004326,2025-01-31,670.9,C
A004327,2025-01-31,676.5,C
A004328,2025-01-31,704.0,B
A004329,2025-01-31,706.3,B
A004330,2025-01-31,720.8,B
A004331,2025-01-31,652.0,C
A004332,2025-01-31,651.0,C
A004333,2025-01-31,744.6,A
A004334,2025-01-31,722.9,B
A004335,2025-01-31,669.2,C
A004336,2025-01-31,642.4,C
A004337,2025-01-31,693.7,B
A004338,2025-01-31,688.0,B
A004339,2025-01-31,766.2,A
A004340,2025-01-31,659.2,C
A004341,2025-01-31,625.1,C
A004342,2025-01-31,693.2,B
A004343,2025-01-31,752.5,A
A004344,2025-01-31,650.4,C
A004345,2025-01-31,664.6,C
A004346,2025-01-31,614.2,D
A004347,2025-01-31,675.2,C
A004348,2025-01-31,822.2,A
A004349,2025-01-31,703.9,B
A004350,2025-01-31,626.1,C
A004351,2025-01-31,703.1,B
A004352,2025-01-31,621.0,C
A004353,2025-01-31,672.0,C
A004354,2025-01-31,683.5,B
A004355,2025-01-31,666.3,C
A004356,2025-01-31,650.1,C
A004357,2025-01-31,682.8,B
A004358,2025-01-31,699.8,B
A004359,2025-01-31,754.6,A
A004360,2025-01-31,765.5,A
A004361,2025-01-31,752.6,A
A004362,2025-01-31,670.7,C
A004363,2025-01-31,675.9,C
A004364,2025-01-31,628.8,C
A004365,2025-01-31,627.4,C
A004366,2025-01-31,663.3,C
A004367,2025-01-31,605.7,D
A004368,2025-01-31,639.1,C
A004369,2025-01-31,618.5,D
A004370,2025-01-31,627.6,C
A004371,2025-01-31,677.7,C
A004372,2025-01-31,719.6,B
A004373,2025-01-31,667.5,C
A004374,2025-01-31,668.5,C
A004375,2025-01-31,634.9,C
A004376,2025-01-31,611.8,D
A004377,2025-01-31,650.3,C
A004378,2025-01-31,676.3,C
A004379,2025-01-31,562.5,D
A004380,2025-01-31,515.1,E
A004381,2025-01-31,643.6,C
A004382,2025-01-31,655.3,C
A004383,2025-01-31,720.0,B
A004384,2025-01-31,792.4,A
A004385,2025-01-31,755.1,A
A004386,2025-01-31,591.4,D
A004387,2025-01-31,698.5,B
A004388,2025-01-31,754.7,A
A004389,2025-01-31,803.8,A
A004390,2025-01-31,689.0,B
A004391,2025-01-31,772.6,A
A004392,2025-01-31,664.1,C
A004393,2025-01-31,562.2,D
A004394,2025-01-31,656.0,C
A004395,2025-01-31,718.6,B
A004396,2025-01-31,749.6,A
A004397,2025-01-31,648.3,C
A004398,2025-01-31,699.1,B
A004399,2025-01-31,708.8,B
A004400,2025-01-31,699.8,B
A004401,2025-01-31,700.0,B
A004402,2025-01-31,644.2,C
A004403,2025-01-31,613.2,D
A004404,2025-01-31,743.8,A
A004405,2025-01-31,648.5,C
A004406,2025-01-31,603.4,D
A004407,2025-01-31,698.8,B
A004408,2025-01-31,721.1,B
A004409,2025-01-31,679.0,C
A004410,2025-01-31,673.7,C
A004411,2025-01-31,697.7,B
A004412,2025-01-31,809.7,A
A004413,2025-01-31,782.2,A
A004414,2025-01-31,684.7,B
A004415,2025-01-31,735.7,B
A004416,2025-01-31,629.3,C
A004417,2025-01-31,693.4,B
A004418,2025-01-31,609.3,D
A004419,2025-01-31,662.1,C
A004420,2025-01-31,693.5,B
A004421,2025-01-31,773.3,A
A004422,2025-01-31,642.3,C
A004423,2025-01-31,656.1,C
A004424,2025-01-31,712.6,B
A004425,2025-01-31,628.9,C
A004426,2025-01-31,703.6,B
A004427,2025-01-31,658.8,C
A004428,2025-01-31,734.0,B
A004429,2025-01-31,619.7,D
A004430,2025-01-31,591.4,D
A004431,2025-01-31,719.3,B
A004432,2025-01-31,696.1,B
A004433,2025-01-31,711.2,B
A004434,2025-01-31,706.3,B
A004435,2025-01-31,738.5,B
A004436,2025-01-31,598.3,D
A004437,2025-01-31,669.6,C
A004438,2025-01-31,639.9,C
A004439,2025-01-31,709.1,B
A004440,2025-01-31,624.7,C
A004441,2025-01-31,574.1,D
A004442,2025-01-31,539.6,E
A004443,2025-01-31,615.1,D
A004444,2025-01-31,563.4,D
A004445,2025-01-31,741.4,A
A004446,2025-01-31,671.6,C
A004447,2025-01-31,587.1,D
A004448,2025-01-31,630.3,C
A004449,2025-01-31,657.3,C
A004450,2025-01-31,664.9,C
A004451,2025-01-31,676.4,C
A004452,2025-01-31,567.0,D
A004453,2025-01-31,491.0,E
A004454,2025-01-31,627.8,C
A004455,2025-01-31,575.9,D
A004456,2025-01-31,667.7,C
A004457,2025-01-31,593.3,D
A004458,2025-01-31,643.9,C
A004459,2025-01-31,725.0,B
A004460,2025-01-31,644.1,C
A004461,2025-01-31,751.5,A
A004462,2025-01-31,609.4,D
A004463,2025-01-31,755.1,A
A004464,2025-01-31,722.0,B
A004465,2025-01-31,669.8,C
A004466,2025-01-31,639.2,C
A004467,2025-01-31,681.2,B
A004468,2025-01-31,729.6,B
A004469,2025-01-31,640.6,C
A004470,2025-01-31,655.9,C
A004471,2025-01-31,703.1,B
A004472,2025-01-31,690.5,B
A004473,2025-01-31,691.1,B
A004474,2025-01-31,636.5,C
A004475,2025-01-31,639.8,C
A004476,2025-01-31,688.1,B
A004477,2025-01-31,626.7,C
A004478,2025-01-31,772.0,A
A004479,2025-01-31,637.5,C
A004480,2025-01-31,714.2,B
A004481,2025-01-31,775.2,A
A004482,2025-01-31,698.7,B
A004483,2025-01-31,663.6,C
A004484,2025-01-31,708.1,B
A004485,2025-01-31,754.1,A
A004486,2025-01-31,709.0,B
A004487,2025-01-31,657.7,C
A004488,2025-01-31,644.2,C
A004489,2025-01-31,698.3,B
A004490,2025-01-31,624.6,C
A004491,2025-01-31,674.8,C
A004492,2025-01-31,533.3,E
A004493,2025-01-31,683.5,B
A004494,2025-01-31,589.9,D
A004495,2025-01-31,734.9,B
A004496,2025-01-31,740.9,A
A004497,2025-01-31,711.2,B
A004498,2025-01-31,641.8,C
A004499,2025-01-31,671.3,C
A004500,2025-01-31,547.7,E
A004501,2025-01-31,722.4,B
A004502,2025-01-31,582.8,D
A004503,2025-01-31,731.7,B
A004504,2025-01-31,797.4,A
A004505,2025-01-31,727.8,B
A004506,2025-01-31,793.7,A
A004507,2025-01-31,589.5,D
A004508,2025-01-31,695.6,B
A004509,2025-01-31,642.4,C
A004510,2025-01-31,600.9,D
A004511,2025-01-31,672.7,C
A004512,2025-01-31,584.9,D
A004513,2025-01-31,604.2,D
A004514,2025-01-31,662.3,C
A004515,2025-01-31,637.5,C
A004516,2025-01-31,718.7,B
A004517,2025-01-31,633.7,C
A004518,2025-01-31,672.5,C
A004519,2025-01-31,593.9,D
A004520,2025-01-31,597.3,D
A004521,2025-01-31,603.2,D
A004522,2025-01-31,624.8,C
A004523,2025-01-31,645.3,C
A004524,2025-01-31,584.3,D
A004525,2025-01-31,653.6,C
A004526,2025-01-31,598.4,D
A004527,2025-01-31,689.3,B
A004528,2025-01-31,583.9,D
A004529,2025-01-31,731.9,B
A004530,2025-01-31,689.2,B
A004531,2025-01-31,628.2,C
A004532,2025-01-31,729.1,B
A004533,2025-01-31,687.1,B
A004534,2025-01-31,806.5,A
A004535,2025-01-31,737.0,B
A004536,2025-01-31,697.9,B
A004537,2025-01-31,703.1,B
A004538,2025-01-31,702.6,B
A004539,2025-01-31,730.3,B
A004540,2025-01-31,743.8,A
A004541,2025-01-31,637.3,C
A004542,2025-01-31,713.4,B
A004543,2025-01-31,633.3,C
A004544,2025-01-31,577.0,D
A004545,2025-01-31,591.9,D
A004546,2025-01-31,580.9,D
A004547,2025-01-31,549.5,E
A004548,2025-01-31,720.5,B
A004549,2025-01-31,641.9,C
A004550,2025-01-31,676.4,C
A004551,2025-01-31,678.3,C
A004552,2025-01-31,576.7,D
A004553,2025-01-31,764.3,A
A004554,2025-01-31,630.2,C
A004555,2025-01-31,733.7,B
A004556,2025-01-31,720.2,B
A004557,2025-01-31,636.5,C
A004558,2025-01-31,663.6,C
A004559,2025-01-31,630.9,C
A004560,2025-01-31,812.5,A
A004561,2025-01-31,695.9,B
A004562,2025-01-31,747.5,A
A004563,2025-01-31,666.1,C
A004564,2025-01-31,692.6,B
A004565,2025-01-31,713.9,B
A004566,2025-01-31,688.9,B
A004567,2025-01-31,672.8,C
A004568,2025-01-31,638.8,C
A004569,2025-01-31,635.8,C
A004570,2025-01-31,579.7,D
A004571,2025-01-31,663.1,C
A004572,2025-01-31,636.4,C
A004573,2025-01-31,675.3,C
A004574,2025-01-31,621.2,C
A004575,2025-01-31,750.5,A
A004576,2025-01-31,634.9,C
A004577,2025-01-31,624.5,C
A004578,2025-01-31,551.0,E
A004579,2025-01-31,620.2,C
A004580,2025-01-31,552.9,E
A004581,2025-01-31,738.3,B
A004582,2025-01-31,722.8,B
A004583,2025-01-31,636.0,C
A004584,2025-01-31,634.8,C
A004585,2025-01-31,659.4,C
A004586,2025-01-31,612.8,D
A004587,2025-01-31,649.5,C
A004588,2025-01-31,751.1,A
A004589,2025-01-31,702.3,B
A004590,2025-01-31,660.5,C
A004591,2025-01-31,723.1,B
A004592,2025-01-31,743.6,A
A004593,2025-01-31,808.1,A
A004594,2025-01-31,718.2,B
A004595,2025-01-31,595.2,D
A004596,2025-01-31,666.3,C
A004597,2025-01-31,709.2,B
A004598,2025-01-31,750.6,A
A004599,2025-01-31,644.8,C
A004600,2025-01-31,728.7,B
A004601,2025-01-31,787.1,A
A004602,2025-01-31,739.6,B
A004603,2025-01-31,620.9,C
A004604,2025-01-31,609.0,D
A004605,2025-01-31,669.3,C
A004606,2025-01-31,630.8,C
A004607,2025-01-31,619.9,D
A004608,2025-01-31,598.2,D
A004609,2025-01-31,669.6,C
A004610,2025-01-31,560.7,D
A004611,2025-01-31,638.4,C
A004612,2025-01-31,717.2,B
A004613,2025-01-31,684.5,B
A004614,2025-01-31,666.4,C
A004615,2025-01-31,668.3,C
A004616,2025-01-31,739.4,B
A004617,2025-01-31,697.6,B
A004618,2025-01-31,724.7,B
A004619,2025-01-31,728.4,B
A004620,2025-01-31,638.0,C
A004621,2025-01-31,597.2,D
A004622,2025-01-31,647.3,C
A004623,2025-01-31,667.1,C
A004624,2025-01-31,638.2,C
A004625,2025-01-31,583.0,D
A004626,2025-01-31,635.4,C
A004627,2025-01-31,594.6,D
A004628,2025-01-31,680.9,B
A004629,2025-01-31,628.8,C
A004630,2025-01-31,600.2,D
A004631,2025-01-31,759.1,A
A004632,2025-01-31,713.4,B
A004633,2025-01-31,629.6,C
A004634,2025-01-31,599.8,D
A004635,2025-01-31,707.2,B
A004636,2025-01-31,695.0,B
A004637,2025-01-31,697.6,B
A004638,2025-01-31,678.1,C
A004639,2025-01-31,712.4,B
A004640,2025-01-31,706.0,B
A004641,2025-01-31,731.1,B
A004642,2025-01-31,650.7,C
A004643,2025-01-31,774.8,A
A004644,2025-01-31,705.4,B
A004645,2025-01-31,661.2,C
A004646,2025-01-31,566.1,D
A004647,2025-01-31,604.2,D
A004648,2025-01-31,728.8,B
A004649,2025-01-31,709.3,B
A004650,2025-01-31,731.2,B
A004651,2025-01-31,741.9,A
A004652,2025-01-31,644.9,C
A004653,2025-01-31,630.1,C
A004654,2025-01-31,577.5,D
A004655,2025-01-31,626.4,C
A004656,2025-01-31,668.0,C
A004657,2025-01-31,675.0,C
A004658,2025-01-31,562.0,D
A004659,2025-01-31,550.3,E
A004660,2025-01-31,560.5,D
A004661,2025-01-31,682.2,B
A004662,2025-01-31,688.0,B
A004663,2025-01-31,625.2,C
A004664,2025-01-31,721.1,B
A004665,2025-01-31,682.2,B
A004666,2025-01-31,543.0,E
A004667,2025-01-31,611.6,D
A004668,2025-01-31,689.4,B
A004669,2025-01-31,714.2,B
A004670,2025-01-31,650.1,C
A004671,2025-01-31,754.0,A
A004672,2025-01-31,616.1,D
A004673,2025-01-31,740.0,A
A004674,2025-01-31,674.0,C
A004675,2025-01-31,570.2,D
A004676,2025-01-31,665.1,C
A004677,2025-01-31,687.2,B
A004678,2025-01-31,605.8,D
A004679,2025-01-31,587.8,D
A004680,2025-01-31,622.7,C
A004681,2025-01-31,704.4,B
A004682,2025-01-31,662.3,C
A004683,2025-01-31,585.5,D
A004684,2025-01-31,656.3,C
A004685,2025-01-31,652.9,C
A004686,2025-01-31,662.8,C
A004687,2025-01-31,699.0,B
A004688,2025-01-31,679.2,C
A004689,2025-01-31,673.8,C
A004690,2025-01-31,619.6,D
A004691,2025-01-31,604.7,D
A004692,2025-01-31,698.5,B
A004693,2025-01-31,680.1,B
A004694,2025-01-31,592.4,D
A004695,2025-01-31,669.1,C
A004696,2025-01-31,596.5,D
A004697,2025-01-31,721.9,B
A004698,2025-01-31,639.6,C
A004699,2025-01-31,631.9,C
A004700,2025-01-31,694.2,B
A004701,2025-01-31,624.8,C
A004702,2025-01-31,588.2,D
A004703,2025-01-31,718.5,B
A004704,2025-01-31,610.4,D
A004705,2025-01-31,696.1,B
A004706,2025-01-31,669.7,C
A004707,2025-01-31,576.6,D
A004708,2025-01-31,585.1,D
A004709,2025-01-31,583.6,D
A004710,2025-01-31,502.4,E
A004711,2025-01-31,643.6,C
A004712,2025-01-31,627.6,C
A004713,2025-01-31,578.7,D
A004714,2025-01-31,621.4,C
A004715,2025-01-31,624.3,C
A004716,2025-01-31,603.5,D
A004717,2025-01-31,591.0,D
A004718,2025-01-31,658.9,C
A004719,2025-01-31,740.0,B
A004720,2025-01-31,666.5,C
A004721,2025-01-31,793.7,A
A004722,2025-01-31,576.2,D
A004723,2025-01-31,628.4,C
A004724,2025-01-31,607.1,D
A004725,2025-01-31,678.3,C
A004726,2025-01-31,577.4,D
A004727,2025-01-31,687.1,B
A004728,2025-01-31,556.5,E
A004729,2025-01-31,600.3,D
A004730,2025-01-31,585.1,D
A004731,2025-01-31,610.5,D
A004732,2025-01-31,718.3,B
A004733,2025-01-31,671.3,C
A004734,2025-01-31,676.7,C
A004735,2025-01-31,784.6,A
A004736,2025-01-31,658.0,C
A004737,2025-01-31,734.7,B
A004738,2025-01-31,761.7,A
A004739,2025-01-31,572.6,D
A004740,2025-01-31,620.4,C
A004741,2025-01-31,606.8,D
A004742,2025-01-31,625.0,C
A004743,2025-01-31,585.2,D
A004744,2025-01-31,681.7,B
A004745,2025-01-31,713.9,B
A004746,2025-01-31,573.5,D
A004747,2025-01-31,736.7,B
A004748,2025-01-31,746.6,A
A004749,2025-01-31,672.6,C
A004750,2025-01-31,597.9,D
A004751,2025-01-31,763.0,A
A004752,2025-01-31,654.9,C
A004753,2025-01-31,715.1,B
A004754,2025-01-31,681.0,B
A004755,2025-01-31,627.5,C
A004756,2025-01-31,721.0,B
A004757,2025-01-31,632.6,C
A004758,2025-01-31,703.1,B
A004759,2025-01-31,699.0,B
A004760,2025-01-31,611.6,D
A004761,2025-01-31,668.7,C
A004762,2025-01-31,654.3,C
A004763,2025-01-31,697.5,B
A004764,2025-01-31,702.7,B
A004765,2025-01-31,660.2,C
A004766,2025-01-31,691.7,B
A004767,2025-01-31,604.9,D
A004768,2025-01-31,706.6,B
A004769,2025-01-31,700.1,B
A004770,2025-01-31,743.0,A
A004771,2025-01-31,702.4,B
A004772,2025-01-31,666.4,C
A004773,2025-01-31,664.1,C
A004774,2025-01-31,617.1,D
A004775,2025-01-31,609.4,D
A004776,2025-01-31,693.2,B
A004777,2025-01-31,710.2,B
A004778,2025-01-31,649.3,C
A004779,2025-01-31,667.8,C
A004780,2025-01-31,713.5,B
A004781,2025-01-31,637.7,C
A004782,2025-01-31,658.1,C
A004783,2025-01-31,702.5,B
A004784,2025-01-31,684.0,B
A004785,2025-01-31,644.1,C
A004786,2025-01-31,581.3,D
A004787,2025-01-31,609.7,D
A004788,2025-01-31,695.2,B
A004789,2025-01-31,584.0,D
A004790,2025-01-31,686.0,B
A004791,2025-01-31,665.6,C
A004792,2025-01-31,655.5,C
A004793,2025-01-31,785.4,A
A004794,2025-01-31,710.0,B
A004795,2025-01-31,630.1,C
A004796,2025-01-31,677.5,C
A004797,2025-01-31,703.1,B
A004798,2025-01-31,638.6,C
A004799,2025-01-31,604.6,D
A004800,2025-01-31,586.0,D
A004801,2025-01-31,736.7,B
A004802,2025-01-31,755.5,A
A004803,2025-01-31,705.3,B
A004804,2025-01-31,711.6,B
A004805,2025-01-31,733.9,B
A004806,2025-01-31,512.7,E
A004807,2025-01-31,512.2,E
A004808,2025-01-31,559.8,E
A004809,2025-01-31,672.1,C
A004810,2025-01-31,659.9,C
A004811,2025-01-31,672.5,C
A004812,2025-01-31,717.5,B
A004813,2025-01-31,701.4,B
A004814,2025-01-31,666.3,C
A004815,2025-01-31,727.4,B
A004816,2025-01-31,518.6,E
A004817,2025-01-31,584.3,D
A004818,2025-01-31,626.6,C
A004819,2025-01-31,651.3,C
A004820,2025-01-31,564.9,D
A004821,2025-01-31,529.4,E
A004822,2025-01-31,577.6,D
A004823,2025-01-31,613.1,D
A004824,2025-01-31,755.8,A
A004825,2025-01-31,723.7,B
A004826,2025-01-31,691.2,B
A004827,2025-01-31,578.2,D
A004828,2025-01-31,647.8,C
A004829,2025-01-31,637.3,C
A004830,2025-01-31,688.7,B
A004831,2025-01-31,676.6,C
A004832,2025-01-31,612.8,D
A004833,2025-01-31,681.9,B
A004834,2025-01-31,656.8,C
A004835,2025-01-31,683.5,B
A004836,2025-01-31,704.6,B
A004837,2025-01-31,761.1,A
A004838,2025-01-31,738.1,B
A004839,2025-01-31,716.6,B
A004840,2025-01-31,727.1,B
A004841,2025-01-31,718.7,B
A004842,2025-01-31,630.9,C
A004843,2025-01-31,615.1,D
A004844,2025-01-31,629.6,C
A004845,2025-01-31,712.3,B
A004846,2025-01-31,708.7,B
A004847,2025-01-31,625.9,C
A004848,2025-01-31,651.7,C
A004849,2025-01-31,645.6,C
A004850,2025-01-31,682.6,B
A004851,2025-01-31,738.1,B
A004852,2025-01-31,594.0,D
A004853,2025-01-31,599.8,D
A004854,2025-01-31,619.8,D
A004855,2025-01-31,599.6,D
A004856,2025-01-31,725.1,B
A004857,2025-01-31,749.5,A
A004858,2025-01-31,710.4,B
A004859,2025-01-31,679.5,C
A004860,2025-01-31,712.3,B
A004861,2025-01-31,674.5,C
A004862,2025-01-31,591.5,D
A004863,2025-01-31,602.7,D
A004864,2025-01-31,586.2,D
A004865,2025-01-31,565.7,D
A004866,2025-01-31,651.2,C
A004867,2025-01-31,578.9,D
A004868,2025-01-31,608.7,D
A004869,2025-01-31,723.9,B
A004870,2025-01-31,639.0,C
A004871,2025-01-31,700.2,B
A004872,2025-01-31,638.9,C
A004873,2025-01-31,672.7,C
A004874,2025-01-31,576.0,D
A004875,2025-01-31,698.9,B
A004876,2025-01-31,599.7,D
A004877,2025-01-31,582.3,D
A004878,2025-01-31,596.4,D
A004879,2025-01-31,586.3,D
A004880,2025-01-31,694.1,B
A004881,2025-01-31,704.6,B
A004882,2025-01-31,725.6,B
A004883,2025-01-31,637.1,C
A004884,2025-01-31,661.3,C
A004885,2025-01-31,669.2,C
A004886,2025-01-31,608.3,D
A004887,2025-01-31,630.2,C
A004888,2025-01-31,617.0,D
A004889,2025-01-31,657.0,C
A004890,2025-01-31,627.4,C
A004891,2025-01-31,669.7,C
A004892,2025-01-31,652.4,C
A004893,2025-01-31,650.0,C
A004894,2025-01-31,756.1,A
A004895,2025-01-31,691.0,B
A004896,2025-01-31,627.5,C
A004897,2025-01-31,636.2,C
A004898,2025-01-31,616.6,D
A004899,2025-01-31,717.7,B
A004900,2025-01-31,753.6,A
A004901,2025-01-31,764.0,A
A004902,2025-01-31,736.0,B
A004903,2025-01-31,750.3,A
A004904,2025-01-31,600.4,D
A004905,2025-01-31,703.5,B
A004906,2025-01-31,704.9,B
A004907,2025-01-31,659.1,C
A004908,2025-01-31,644.0,C
A004909,2025-01-31,638.8,C
A004910,2025-01-31,660.3,C
A004911,2025-01-31,648.1,C
A004912,2025-01-31,736.5,B
A004913,2025-01-31,701.0,B
A004914,2025-01-31,656.9,C
A004915,2025-01-31,546.9,E
A004916,2025-01-31,597.2,D
A004917,2025-01-31,657.6,C
A004918,2025-01-31,649.8,C
A004919,2025-01-31,678.6,C
A004920,2025-01-31,665.8,C
A004921,2025-01-31,639.3,C
A004922,2025-01-31,732.8,B
A004923,2025-01-31,759.0,A
A004924,2025-01-31,789.6,A
A004925,2025-01-31,773.0,A
A004926,2025-01-31,580.6,D
A004927,2025-01-31,573.5,D
A004928,2025-01-31,555.6,E
A004929,2025-01-31,706.4,B
A004930,2025-01-31,791.6,A
A004931,2025-01-31,592.6,D
A004932,2025-01-31,713.1,B
A004933,2025-01-31,670.7,C
A004934,2025-01-31,669.5,C
A004935,2025-01-31,644.7,C
A004936,2025-01-31,710.2,B
A004937,2025-01-31,562.4,D
A004938,2025-01-31,671.6,C
A004939,2025-01-31,618.1,D
A004940,2025-01-31,636.1,C
A004941,2025-01-31,708.2,B
A004942,2025-01-31,630.0,C
A004943,2025-01-31,573.6,D
A004944,2025-01-31,614.0,D
A004945,2025-01-31,656.5,C
A004946,2025-01-31,742.4,A
A004947,2025-01-31,722.4,B
A004948,2025-01-31,612.8,D
A004949,2025-01-31,655.1,C
A004950,2025-01-31,531.9,E
A004951,2025-01-31,595.4,D
A004952,2025-01-31,608.8,D
A004953,2025-01-31,671.3,C
A004954,2025-01-31,664.8,C
A004955,2025-01-31,703.7,B
A004956,2025-01-31,640.1,C
A004957,2025-01-31,598.2,D
A004958,2025-01-31,636.9,C
A004959,2025-01-31,657.9,C
A004960,2025-01-31,614.4,D
A004961,2025-01-31,661.6,C
A004962,2025-01-31,640.6,C
A004963,2025-01-31,622.9,C
A004964,2025-01-31,613.9,D
A004965,2025-01-31,785.0,A
A004966,2025-01-31,557.6,E
A004967,2025-01-31,592.4,D
A004968,2025-01-31,644.3,C
A004969,2025-01-31,699.8,B
A004970,2025-01-31,596.0,D
A004971,2025-01-31,668.8,C
A004972,2025-01-31,726.0,B
A004973,2025-01-31,713.6,B
A004974,2025-01-31,631.4,C
A004975,2025-01-31,637.7,C
A004976,2025-01-31,688.1,B
A004977,2025-01-31,694.1,B
A004978,2025-01-31,568.2,D
A004979,2025-01-31,618.9,D
A004980,2025-01-31,606.0,D
A004981,2025-01-31,593.1,D
A004982,2025-01-31,677.4,C
A004983,2025-01-31,659.3,C
A004984,2025-01-31,694.0,B
A004985,2025-01-31,650.9,C
A004986,2025-01-31,741.7,A
A004987,2025-01-31,689.4,B
A004988,2025-01-31,614.6,D
A004989,2025-01-31,644.7,C
A004990,2025-01-31,641.1,C
A004991,2025-01-31,661.6,C
A004992,2025-01-31,702.8,B
A004993,2025-01-31,710.2,B
A004994,2025-01-31,733.1,B
A004995,2025-01-31,590.6,D
