payment_id,account_id,due_date,payment_date,amount_due,amount_paid
P00067528,A003403,2025-06-15,2025-06-15,419.45,428.4
P00067529,A003403,2025-07-15,2025-07-11,440.62,432.14
P00067530,A003403,2025-08-15,2025-08-15,254.89,263.95
P00067531,A003403,2025-09-15,2025-09-13,217.3,219.09
P00067532,A003403,2025-10-15,2025-10-15,539.8,566.58
P00067533,A003403,2025-11-15,2025-11-15,359.11,155.85
P00067534,A003403,2025-12-15,2025-12-12,281.6,234.55
P00067535,A003404,2024-01-15,2024-01-13,132.89,134.18
P00067536,A003404,2024-02-15,2024-02-15,131.09,128.84
P00067537,A003404,2024-03-15,2024-03-15,178.49,175.64
P00067538,A003404,2024-04-15,2024-04-10,90.92,89.87
P00067539,A003404,2024-05-15,2024-05-12,57.79,60.11
P00067540,A003404,2024-06-15,2024-06-14,117.72,119.8
P00067541,A003404,2024-07-15,2024-07-15,182.85,184.0
P00067542,A003404,2024-08-15,2024-08-29,107.09,110.5
P00067543,A003404,2024-09-15,2024-09-27,59.47,62.44
P00067544,A003404,2024-10-15,2024-10-14,161.23,162.74
P00067545,A003404,2024-11-15,2024-11-14,173.62,173.86
P00067546,A003404,2024-12-15,2024-12-10,198.32,204.11
P00067547,A003404,2025-01-15,2025-01-14,79.86,79.97
P00067548,A003404,2025-02-15,2025-02-12,162.31,168.22
P00067549,A003404,2025-03-15,2025-03-14,173.87,171.34
P00067550,A003404,2025-04-15,2025-04-15,136.42,136.23
P00067551,A003404,2025-05-15,2025-05-12,144.85,144.49
P00067552,A003404,2025-06-15,2025-06-13,81.15,82.1
P00067553,A003404,2025-07-15,2025-07-14,98.66,101.56
P00067554,A003404,2025-08-15,2025-08-12,202.44,198.6
P00067555,A003404,2025-09-15,2025-09-10,122.13,120.72
P00067556,A003404,2025-10-15,2025-10-12,110.5,114.32
P00067557,A003404,2025-11-15,2025-11-12,109.4,112.81
P00067558,A003404,2025-12-15,2025-12-11,135.74,133.35
P00067559,A003405,2024-01-15,2024-01-12,57.63,58.55
P00067560,A003405,2024-02-15,2024-02-10,50.0,49.97
P00067561,A003405,2024-03-15,2024-03-12,58.39,58.81
P00067562,A003405,2024-04-15,2024-04-15,69.69,69.64
P00067563,A003405,2024-05-15,2024-05-13,50.0,52.11
P00067564,A003405,2024-06-15,2024-06-15,50.0,49.87
P00067565,A003405,2024-07-15,2024-07-12,50.0,49.16
P00067566,A003405,2024-08-15,2024-08-10,105.16,104.47
P00067567,A003405,2024-09-15,2024-10-11,79.42,80.3
P00067568,A003405,2024-10-15,2024-10-14,54.59,56.46
P00067569,A003405,2024-11-15,2024-11-11,100.15,102.87
P00067570,A003405,2024-12-15,2025-01-03,68.67,71.43
P00067571,A003405,2025-01-15,2025-01-13,52.0,52.8
P00067572,A003405,2025-02-15,2025-02-11,56.97,19.39
P00067573,A003405,2025-03-15,2025-03-12,58.09,59.81
P00067574,A003405,2025-04-15,2025-04-15,84.08,87.29
P00067575,A003405,2025-05-15,2025-05-14,50.0,51.59
P00067576,A003405,2025-06-15,2025-06-10,74.37,77.32
P00067577,A003405,2025-07-15,2025-07-15,99.1,102.58
P00067578,A003405,2025-08-15,2025-08-10,53.2,33.88
P00067579,A003405,2025-09-15,2025-09-15,50.0,49.58
P00067580,A003405,2025-10-15,2025-10-14,105.8,107.51
P00067581,A003405,2025-11-15,2025-11-10,103.05,66.42
P00067582,A003405,2025-12-15,2025-12-30,50.0,50.47
P00067583,A003406,2025-03-15,2025-03-14,289.55,286.05
P00067584,A003406,2025-04-15,2025-04-15,591.79,580.78
P00067585,A003406,2025-05-15,2025-05-13,573.71,600.01
P00067586,A003406,2025-06-15,2025-06-14,372.91,379.3
P00067587,A003406,2025-07-15,2025-07-14,1078.13,1076.92
P00067588,A003406,2025-08-15,2025-08-11,682.98,685.52
P00067589,A003406,2025-09-15,2025-09-12,808.43,807.36
P00067590,A003406,2025-10-15,2025-10-13,485.73,481.35
P00067591,A003406,2025-11-15,2025-11-14,592.97,605.77
P00067592,A003406,2025-12-15,2025-12-15,1035.86,388.39
P00067593,A003407,2024-09-15,2024-09-11,50.0,51.25
P00067594,A003407,2024-10-15,2024-10-10,50.0,51.02
P00067595,A003407,2024-11-15,2024-11-13,95.42,94.28
P00067596,A003407,2024-12-15,2024-12-13,50.0,49.27
P00067597,A003407,2025-01-15,2025-01-13,92.38,92.14
P00067598,A003407,2025-02-15,2025-02-15,50.0,49.94
P00067599,A003407,2025-03-15,2025-03-10,50.0,37.7
P00067600,A003407,2025-04-15,2025-04-11,93.75,98.11
P00067601,A003407,2025-05-15,2025-05-15,50.0,49.17
P00067602,A003407,2025-06-15,2025-06-10,80.73,82.78
P00067603,A003407,2025-07-15,2025-07-13,62.06,64.73
P00067604,A003407,2025-08-15,2025-08-14,52.36,53.14
P00067605,A003407,2025-09-15,2025-09-10,59.06,61.47
P00067606,A003407,2025-10-15,2025-10-12,97.63,96.59
P00067607,A003407,2025-11-15,2025-11-10,72.19,74.65
P00067608,A003407,2025-12-15,2025-12-11,72.3,74.16
P00067609,A003408,2024-01-15,2024-01-13,1904.51,1999.44
P00067610,A003408,2024-02-15,2024-02-28,1860.35,1864.24
P00067611,A003408,2024-03-15,2024-03-15,1889.86,1936.64
P00067612,A003408,2024-04-15,2024-04-10,858.94,859.0
P00067613,A003408,2024-05-15,2024-05-13,1894.0,1965.64
P00067614,A003408,2024-06-15,2024-06-11,1080.77,1103.62
P00067615,A003408,2024-07-15,2024-07-11,1358.06,1390.73
P00067616,A003408,2024-08-15,2024-08-13,2066.25,2141.39
P00067617,A003408,2024-09-15,2024-09-13,1079.51,1121.46
P00067618,A003408,2024-10-15,2024-10-12,1682.19,1354.05
P00067619,A003408,2024-11-15,2024-11-14,1237.06,1287.56
P00067620,A003408,2024-12-15,2024-12-12,1185.81,1194.03
P00067621,A003408,2025-01-15,2025-01-11,1571.22,1571.6
P00067622,A003408,2025-02-15,2025-03-26,1420.98,1449.62
P00067623,A003408,2025-03-15,2025-03-10,1480.48,1469.63
P00067624,A003408,2025-04-15,2025-04-13,814.01,820.01
P00067625,A003408,2025-05-15,2025-05-10,761.8,751.38
P00067626,A003408,2025-06-15,2025-06-15,854.37,843.57
P00067627,A003408,2025-07-15,2025-07-14,983.51,969.19
P00067628,A003408,2025-08-15,2025-08-11,595.75,446.07
P00067629,A003408,2025-09-15,2025-09-12,1952.38,1998.81
P00067630,A003408,2025-10-15,2025-10-13,1410.33,1389.72
P00067631,A003408,2025-11-15,2025-11-11,885.59,899.69
P00067632,A003408,2025-12-15,2025-12-14,2127.05,2226.83
P00067633,A003409,2024-01-15,2024-01-14,145.83,127.22
P00067634,A003409,2024-02-15,2024-02-11,172.28,177.48
P00067635,A003409,2024-03-15,2024-03-15,543.85,556.29
P00067636,A003409,2024-04-15,2024-04-11,240.74,238.53
P00067637,A003409,2024-05-15,2024-05-11,155.99,154.72
P00067638,A003409,2024-06-15,2024-06-11,453.14,374.77
P00067639,A003409,2024-07-15,2024-07-10,338.94,350.28
P00067640,A003409,2024-08-15,2024-08-14,362.82,367.64
P00067641,A003409,2024-09-15,2024-09-13,254.65,140.45
P00067642,A003409,2024-10-15,2024-10-13,220.67,218.82
P00067643,A003409,2024-11-15,2024-11-14,304.11,301.28
P00067644,A003409,2024-12-15,2024-12-14,535.1,551.44
P00067645,A003409,2025-01-15,2025-01-12,189.05,191.59
P00067646,A003409,2025-02-15,2025-02-12,512.87,508.35
P00067647,A003409,2025-03-15,2025-03-10,404.78,405.15
P00067648,A003409,2025-04-15,2025-04-13,442.47,447.81
P00067649,A003409,2025-05-15,2025-05-14,305.38,304.7
P00067650,A003409,2025-06-15,2025-06-10,216.25,220.57
P00067651,A003409,2025-07-15,2025-07-10,199.7,205.64
P00067652,A003409,2025-08-15,2025-08-12,416.32,426.97
P00067653,A003409,2025-09-15,2025-09-10,391.28,401.6
P00067654,A003409,2025-10-15,2025-10-10,372.59,367.64
P00067655,A003409,2025-11-15,2025-11-12,537.5,530.22
P00067656,A003409,2025-12-15,2025-12-15,363.8,364.71
P00067657,A003410,2025-02-15,2025-02-11,602.9,613.65
P00067658,A003410,2025-03-15,2025-04-07,273.15,285.58
P00067659,A003410,2025-04-15,2025-04-15,673.35,693.88
P00067660,A003410,2025-05-15,2025-05-12,527.71,544.36
P00067661,A003410,2025-06-15,2025-06-10,420.08,436.15
P00067662,A003410,2025-07-15,2025-07-11,444.21,463.87
P00067663,A003410,2025-08-15,2025-08-14,659.34,672.98
P00067664,A003410,2025-09-15,2025-09-15,220.5,230.49
P00067665,A003410,2025-10-15,2025-10-18,206.48,203.63
P00067666,A003410,2025-11-15,2025-11-15,568.76,568.43
P00067667,A003410,2025-12-15,2025-12-11,351.0,353.98
P00067668,A003411,2024-11-15,2024-11-13,488.34,502.1
P00067669,A003411,2024-12-15,2024-12-11,520.86,535.91
P00067670,A003411,2025-01-15,2025-01-12,409.12,427.21
P00067671,A003411,2025-02-15,2025-02-12,467.0,484.15
P00067672,A003411,2025-03-15,2025-03-11,600.46,599.26
P00067673,A003411,2025-04-15,2025-04-10,787.72,797.55
P00067674,A003411,2025-05-15,2025-06-09,407.11,418.18
P00067675,A003411,2025-06-15,2025-06-12,497.95,500.9
P00067676,A003411,2025-07-15,2025-07-14,438.43,456.96
P00067677,A003411,2025-08-15,2025-08-11,408.06,420.45
P00067678,A003411,2025-09-15,2025-09-14,278.05,272.77
P00067679,A003411,2025-10-15,2025-10-10,379.61,396.73
P00067680,A003411,2025-11-15,2025-11-15,520.5,515.21
P00067681,A003411,2025-12-15,2025-12-10,489.94,498.55
P00067682,A003412,2025-04-15,2025-04-15,214.88,213.31
P00067683,A003412,2025-05-15,2025-05-12,430.19,443.66
P00067684,A003412,2025-06-15,2025-06-13,197.54,206.16
P00067685,A003412,2025-07-15,2025-07-13,185.15,194.16
P00067686,A003412,2025-08-15,2025-08-13,352.13,365.96
P00067687,A003412,2025-09-15,2025-09-11,141.28,147.46
P00067688,A003412,2025-10-15,2025-10-10,136.62,133.92
P00067689,A003412,2025-11-15,2025-11-15,272.57,212.66
P00067690,A003412,2025-12-15,2025-12-13,167.03,173.4
P00067691,A003413,2025-01-15,2025-01-11,217.37,220.12
P00067692,A003413,2025-02-15,2025-03-03,602.22,630.34
P00067693,A003413,2025-03-15,2025-03-15,185.5,182.38
P00067694,A003413,2025-04-15,2025-04-13,386.89,401.71
P00067695,A003413,2025-05-15,2025-05-15,206.42,209.73
P00067696,A003413,2025-06-15,2025-06-14,396.74,396.72
P00067697,A003413,2025-07-15,2025-07-12,591.3,290.94
P00067698,A003413,2025-08-15,2025-08-15,554.24,567.48
P00067699,A003413,2025-09-15,2025-09-12,372.05,368.7
P00067700,A003413,2025-10-15,2025-10-11,492.47,495.29
P00067701,A003413,2025-11-15,2025-11-13,204.07,214.21
P00067702,A003413,2025-12-15,2025-12-12,533.72,552.63
P00067703,A003414,2024-04-15,2024-04-15,70.56,71.16
P00067704,A003414,2024-05-15,2024-05-14,69.99,73.29
P00067705,A003414,2024-06-15,2024-06-10,57.21,57.48
P00067706,A003414,2024-07-15,2024-07-12,50.79,53.22
P00067707,A003414,2024-08-15,2024-08-10,50.0,49.01
P00067708,A003414,2024-09-15,2024-09-13,62.7,64.59
P00067709,A003414,2024-10-15,2024-10-11,74.15,73.87
P00067710,A003414,2024-11-15,2024-11-10,50.0,49.96
P00067711,A003414,2024-12-15,2025-01-01,84.97,86.7
P00067712,A003414,2025-01-15,2025-01-15,50.0,49.15
P00067713,A003414,2025-02-15,2025-02-15,72.34,72.0
P00067714,A003414,2025-03-15,2025-03-13,80.09,80.17
P00067715,A003414,2025-04-15,2025-04-14,50.0,49.82
P00067716,A003414,2025-05-15,2025-05-14,53.85,54.41
P00067717,A003414,2025-06-15,2025-07-29,69.16,68.29
P00067718,A003414,2025-07-15,2025-07-11,71.54,71.24
P00067719,A003414,2025-08-15,2025-08-15,50.0,50.21
P00067720,A003414,2025-09-15,2025-10-27,64.44,13.23
P00067721,A003414,2025-10-15,2025-10-10,71.2,69.85
P00067722,A003414,2025-11-15,2025-12-22,63.36,63.07
P00067723,A003414,2025-12-15,2025-12-12,50.0,51.14
P00067724,A003415,2024-01-15,2024-01-14,170.41,170.46
P00067725,A003415,2024-02-15,2024-02-13,167.59,172.26
P00067726,A003415,2024-03-15,2024-03-13,204.2,211.09
P00067727,A003415,2024-04-15,2024-04-15,209.47,207.0
P00067728,A003415,2024-05-15,2024-05-12,197.18,203.96
P00067729,A003415,2024-06-15,2024-06-11,197.44,200.54
P00067730,A003415,2024-07-15,2024-08-18,134.69,108.46
P00067731,A003415,2024-08-15,2024-08-11,162.02,62.62
P00067732,A003415,2024-09-15,2024-09-10,175.16,181.93
P00067733,A003415,2024-10-15,2024-10-11,145.13,34.64
P00067734,A003415,2024-11-15,2024-11-14,100.84,103.76
P00067735,A003415,2024-12-15,2024-12-13,170.19,173.28
P00067736,A003415,2025-01-15,2025-01-13,79.08,79.62
P00067737,A003415,2025-02-15,2025-02-14,136.48,40.57
P00067738,A003415,2025-03-15,2025-03-12,94.92,95.04
P00067739,A003415,2025-04-15,2025-04-13,151.62,117.79
P00067740,A003415,2025-05-15,2025-05-11,117.16,119.35
P00067741,A003415,2025-06-15,2025-06-25,65.57,67.91
P00067742,A003415,2025-07-15,2025-07-15,219.85,224.2
P00067743,A003415,2025-08-15,2025-08-14,181.15,187.21
P00067744,A003415,2025-09-15,2025-09-12,209.99,211.37
P00067745,A003415,2025-10-15,2025-11-10,163.81,169.96
P00067746,A003415,2025-11-15,2025-11-25,128.48,132.23
P00067747,A003415,2025-12-15,2026-01-09,179.98,187.09
P00067748,A003416,2024-06-15,2024-06-14,50.0,50.48
P00067749,A003416,2024-07-15,2024-07-10,50.0,51.82
P00067750,A003416,2024-08-15,2024-08-15,50.0,52.14
P00067751,A003416,2024-09-15,2024-09-10,50.0,13.85
P00067752,A003416,2024-10-15,2024-10-10,50.0,51.77
P00067753,A003416,2024-11-15,2024-11-11,50.0,42.13
P00067754,A003416,2024-12-15,2024-12-10,50.0,49.83
P00067755,A003416,2025-01-15,2025-01-14,50.0,50.79
P00067756,A003416,2025-02-15,2025-02-14,52.3,51.35
P00067757,A003416,2025-03-15,2025-03-19,50.0,37.23
P00067758,A003416,2025-04-15,2025-04-15,50.0,49.8
P00067759,A003416,2025-05-15,2025-05-13,50.85,40.99
P00067760,A003416,2025-06-15,2025-06-11,50.0,50.97
P00067761,A003416,2025-07-15,2025-07-13,54.35,54.7
P00067762,A003416,2025-08-15,2025-08-15,50.0,51.67
P00067763,A003416,2025-09-15,2025-09-11,50.0,50.87
P00067764,A003416,2025-10-15,2025-10-13,50.0,19.55
P00067765,A003416,2025-11-15,2025-11-13,53.48,54.66
P00067766,A003416,2025-12-15,2025-12-15,50.0,51.41
P00067767,A003417,2024-09-15,2024-10-02,370.85,376.3
P00067768,A003417,2024-10-15,2024-10-29,238.56,248.12
P00067769,A003417,2024-11-15,2024-11-10,118.62,121.95
P00067770,A003417,2024-12-15,2024-12-26,352.69,356.76
P00067771,A003417,2025-01-15,2025-01-14,248.07,243.3
P00067772,A003417,2025-02-15,2025-02-12,373.06,388.73
P00067773,A003417,2025-03-15,2025-03-15,349.79,347.19
P00067774,A003417,2025-04-15,2025-04-10,365.21,380.92
P00067775,A003417,2025-05-15,2025-05-12,325.03,330.25
P00067776,A003417,2025-06-15,2025-07-19,296.4,260.67
P00067777,A003417,2025-07-15,2025-07-10,288.53,284.39
P00067778,A003417,2025-08-15,2025-08-10,171.85,172.62
P00067779,A003417,2025-09-15,2025-09-12,261.43,270.36
P00067780,A003417,2025-10-15,2025-10-11,117.0,115.7
P00067781,A003417,2025-11-15,2025-11-15,327.44,147.88
P00067782,A003417,2025-12-15,2025-12-15,99.0,103.01
P00067783,A003418,2024-11-15,2024-11-15,273.44,279.78
P00067784,A003418,2024-12-15,2024-12-10,196.35,198.51
P00067785,A003418,2025-01-15,2025-01-12,408.99,427.05
P00067786,A003418,2025-02-15,2025-02-15,228.28,227.52
P00067787,A003418,2025-03-15,2025-03-12,439.35,438.2
P00067788,A003418,2025-04-15,2025-04-13,402.86,422.48
P00067789,A003418,2025-05-15,2025-05-19,595.9,597.0
P00067790,A003418,2025-06-15,2025-06-14,374.74,382.35
P00067791,A003418,2025-07-15,2025-07-15,450.58,229.34
P00067792,A003418,2025-08-15,2025-08-10,312.84,311.29
P00067793,A003418,2025-09-15,2025-09-10,426.26,431.88
P00067794,A003418,2025-10-15,2025-11-08,503.53,493.66
P00067795,A003418,2025-11-15,2025-11-11,499.74,517.04
P00067796,A003418,2025-12-15,2025-12-10,546.45,561.26
P00067797,A003419,2024-03-15,2024-03-11,909.84,921.04
P00067798,A003419,2024-04-15,2024-04-14,580.36,597.59
P00067799,A003419,2024-05-15,2024-05-10,459.0,93.87
P00067800,A003419,2024-06-15,2024-06-12,697.26,718.28
P00067801,A003419,2024-07-15,2024-07-10,739.58,740.06
P00067802,A003419,2024-08-15,2024-08-13,269.4,268.64
P00067803,A003419,2024-09-15,2024-09-14,413.18,432.82
P00067804,A003419,2024-10-15,2024-10-11,925.73,919.44
P00067805,A003419,2024-11-15,2024-11-11,314.9,321.35
P00067806,A003419,2024-12-15,2024-12-11,667.0,684.39
P00067807,A003419,2025-01-15,2025-01-12,515.57,506.77
P00067808,A003419,2025-02-15,2025-02-11,852.2,839.18
P00067809,A003419,2025-03-15,2025-03-14,448.59,452.32
P00067810,A003419,2025-04-15,2025-04-15,565.76,556.08
P00067811,A003419,2025-05-15,2025-05-12,472.61,478.78
P00067812,A003419,2025-06-15,2025-06-13,340.81,347.4
P00067813,A003419,2025-07-15,2025-07-13,676.95,685.56
P00067814,A003419,2025-08-15,2025-08-14,692.89,719.05
P00067815,A003419,2025-09-15,2025-09-15,384.89,397.7
P00067816,A003419,2025-10-15,2025-10-15,781.83,322.91
P00067817,A003419,2025-11-15,2025-11-11,401.89,394.47
P00067818,A003419,2025-12-15,2026-01-12,620.09,636.08
P00067819,A003420,2024-01-15,2024-01-15,50.0,50.13
P00067820,A003420,2024-02-15,2024-02-11,50.0,50.61
P00067821,A003420,2024-03-15,2024-04-18,50.0,49.25
P00067822,A003420,2024-04-15,2024-04-12,50.88,49.92
P00067823,A003420,2024-05-15,2024-06-07,50.54,51.32
P00067824,A003420,2024-06-15,2024-06-15,50.0,49.43
P00067825,A003420,2024-07-15,2024-07-14,57.64,58.07
P00067826,A003420,2024-08-15,2024-08-11,50.0,49.65
P00067827,A003420,2024-09-15,2024-09-26,50.0,51.56
P00067828,A003420,2024-10-15,2024-10-12,56.76,56.62
P00067829,A003420,2024-11-15,2024-11-12,50.0,51.73
P00067830,A003420,2024-12-15,2024-12-11,50.0,49.39
P00067831,A003420,2025-01-15,2025-01-12,50.0,52.2
P00067832,A003420,2025-02-15,2025-02-14,50.0,31.93
P00067833,A003420,2025-03-15,2025-03-12,51.2,51.41
P00067834,A003420,2025-04-15,2025-04-15,50.0,50.81
P00067835,A003420,2025-05-15,2025-05-10,59.88,61.1
P00067836,A003420,2025-06-15,2025-06-10,50.0,50.89
P00067837,A003420,2025-07-15,2025-07-13,50.0,49.72
P00067838,A003420,2025-08-15,2025-08-30,50.0,49.61
P00067839,A003420,2025-09-15,2025-09-14,50.0,50.76
P00067840,A003420,2025-10-15,2025-10-11,50.0,50.83
P00067841,A003420,2025-11-15,2025-11-12,50.0,51.2
P00067842,A003420,2025-12-15,2025-12-11,50.0,49.94
P00067843,A003421,2025-02-15,2025-02-13,175.6,172.57
P00067844,A003421,2025-03-15,2025-03-13,275.46,270.72
P00067845,A003421,2025-04-15,2025-04-15,118.84,121.8
P00067846,A003421,2025-05-15,2025-05-15,275.3,285.19
P00067847,A003421,2025-06-15,2025-06-13,209.93,207.16
P00067848,A003421,2025-07-15,2025-07-13,189.4,196.28
P00067849,A003421,2025-08-15,2025-08-13,145.36,152.44
P00067850,A003421,2025-09-15,2025-09-15,78.89,80.62
P00067851,A003421,2025-10-15,2025-10-13,266.26,265.83
P00067852,A003421,2025-11-15,2025-11-12,213.13,209.12
P00067853,A003421,2025-12-15,2026-01-05,88.97,90.61
P00067854,A003422,2024-11-15,2024-11-28,140.87,142.59
P00067855,A003422,2024-12-15,2024-12-15,183.88,183.26
P00067856,A003422,2025-01-15,2025-01-15,205.09,203.23
P00067857,A003422,2025-02-15,2025-02-12,206.06,215.59
P00067858,A003422,2025-03-15,2025-04-08,125.37,125.8
P00067859,A003422,2025-04-15,2025-04-11,124.88,123.22
P00067860,A003422,2025-05-15,2025-05-12,148.4,154.71
P00067861,A003422,2025-06-15,2025-06-14,94.01,98.15
P00067862,A003422,2025-07-15,2025-07-28,113.57,116.67
P00067863,A003422,2025-08-15,2025-08-13,197.26,201.99
P00067864,A003422,2025-09-15,2025-10-20,154.5,157.34
P00067865,A003422,2025-10-15,2025-10-10,76.54,78.64
P00067866,A003422,2025-11-15,2025-11-15,156.86,162.78
P00067867,A003422,2025-12-15,2025-12-13,68.61,70.93
P00067868,A003423,2024-01-15,2024-01-11,351.48,367.82
P00067869,A003423,2024-02-15,2024-02-14,286.8,286.44
P00067870,A003423,2024-03-15,2024-03-11,180.06,185.73
P00067871,A003423,2024-04-15,2024-05-24,399.3,395.51
P00067872,A003423,2024-05-15,2024-05-11,340.38,357.18
P00067873,A003423,2024-06-15,2024-06-11,198.85,205.44
P00067874,A003423,2024-07-15,2024-07-14,239.58,237.13
P00067875,A003423,2024-08-15,2024-08-13,128.27,132.11
P00067876,A003423,2024-09-15,2024-09-15,230.03,226.32
P00067877,A003423,2024-10-15,2024-10-13,443.25,464.48
P00067878,A003423,2024-11-15,2024-11-10,338.84,351.47
P00067879,A003423,2024-12-15,2024-12-10,162.29,167.14
P00067880,A003423,2025-01-15,2025-01-10,387.09,380.19
P00067881,A003423,2025-02-15,2025-02-12,448.72,97.65
P00067882,A003423,2025-03-15,2025-03-10,274.55,283.33
P00067883,A003423,2025-04-15,2025-04-14,163.3,160.16
P00067884,A003423,2025-05-15,2025-06-28,138.54,138.87
P00067885,A003423,2025-06-15,2025-06-13,194.75,203.1
P00067886,A003423,2025-07-15,2025-07-14,209.43,206.11
P00067887,A003423,2025-08-15,2025-08-14,261.74,258.32
P00067888,A003423,2025-09-15,2025-09-14,338.84,342.23
P00067889,A003423,2025-10-15,2025-10-12,226.02,235.83
P00067890,A003423,2025-11-15,2025-11-15,152.93,157.18
P00067891,A003423,2025-12-15,2025-12-14,408.98,412.33
P00067892,A003424,2024-11-15,2024-11-15,145.79,145.0
P00067893,A003424,2024-12-15,2024-12-10,154.2,155.88
P00067894,A003424,2025-01-15,2025-01-11,330.7,344.85
P00067895,A003424,2025-02-15,2025-02-12,319.39,326.43
P00067896,A003424,2025-03-15,2025-03-11,247.75,245.77
P00067897,A003424,2025-04-15,2025-04-10,298.14,110.34
P00067898,A003424,2025-05-15,2025-05-14,210.32,206.79
P00067899,A003424,2025-06-15,2025-06-14,257.92,266.75
P00067900,A003424,2025-07-15,2025-07-13,289.3,295.03
P00067901,A003424,2025-08-15,2025-08-10,162.2,160.03
P00067902,A003424,2025-09-15,2025-09-15,208.01,213.04
P00067903,A003424,2025-10-15,2025-10-10,331.25,334.99
P00067904,A003424,2025-11-15,2025-11-14,243.8,250.4
P00067905,A003424,2025-12-15,2025-12-12,259.98,255.02
P00067906,A003425,2024-10-15,2024-10-13,50.0,49.8
P00067907,A003425,2024-11-15,2024-11-10,71.33,71.12
P00067908,A003425,2024-12-15,2024-12-13,50.0,52.03
P00067909,A003425,2025-01-15,2025-01-14,50.0,50.04
P00067910,A003425,2025-02-15,2025-02-14,54.47,54.29
P00067911,A003425,2025-03-15,2025-03-12,64.93,51.27
P00067912,A003425,2025-04-15,2025-04-15,50.0,51.01
P00067913,A003425,2025-05-15,2025-06-07,50.0,49.4
P00067914,A003425,2025-06-15,2025-06-13,60.2,59.84
P00067915,A003425,2025-07-15,2025-07-14,64.27,64.77
P00067916,A003425,2025-08-15,2025-08-11,56.07,55.37
P00067917,A003425,2025-09-15,2025-10-26,62.58,61.73
P00067918,A003425,2025-10-15,2025-10-11,61.88,62.9
P00067919,A003425,2025-11-15,2025-11-13,50.0,11.75
P00067920,A003425,2025-12-15,2025-12-12,57.12,59.43
P00067921,A003426,2025-02-15,2025-02-14,219.36,219.27
P00067922,A003426,2025-03-15,2025-03-13,171.34,168.45
P00067923,A003426,2025-04-15,2025-04-13,160.18,161.8
P00067924,A003426,2025-05-15,2025-06-21,69.37,25.21
P00067925,A003426,2025-06-15,2025-06-10,171.51,171.43
P00067926,A003426,2025-07-15,2025-07-10,139.98,141.15
P00067927,A003426,2025-08-15,2025-08-11,226.33,227.44
P00067928,A003426,2025-09-15,2025-10-09,221.79,226.33
P00067929,A003426,2025-10-15,2025-10-14,99.42,99.62
P00067930,A003426,2025-11-15,2025-11-11,130.6,130.53
P00067931,A003426,2025-12-15,2025-12-13,193.92,201.87
P00067932,A003427,2024-01-15,2024-02-21,213.66,211.56
P00067933,A003427,2024-02-15,2024-02-14,179.26,76.38
P00067934,A003427,2024-03-15,2024-03-10,134.33,137.12
P00067935,A003427,2024-04-15,2024-04-12,115.95,118.96
P00067936,A003427,2024-05-15,2024-05-12,229.92,240.54
P00067937,A003427,2024-06-15,2024-06-13,211.19,208.71
P00067938,A003427,2024-07-15,2024-07-14,81.59,82.33
P00067939,A003427,2024-08-15,2024-08-14,224.89,231.13
P00067940,A003427,2024-09-15,2024-09-11,62.18,63.57
P00067941,A003427,2024-10-15,2024-10-11,220.93,228.43
P00067942,A003427,2024-11-15,2024-11-13,179.52,187.83
P00067943,A003427,2024-12-15,2024-12-12,61.19,61.16
P00067944,A003427,2025-01-15,2025-01-11,224.66,233.64
P00067945,A003427,2025-02-15,2025-02-13,234.21,239.67
P00067946,A003427,2025-03-15,2025-03-11,156.36,157.59
P00067947,A003427,2025-04-15,2025-04-11,110.92,110.24
P00067948,A003427,2025-05-15,2025-05-15,88.7,90.45
P00067949,A003427,2025-06-15,2025-06-13,116.12,116.94
P00067950,A003427,2025-07-15,2025-07-10,143.1,143.73
P00067951,A003427,2025-08-15,2025-08-11,70.16,70.91
P00067952,A003427,2025-09-15,2025-09-12,162.59,161.42
P00067953,A003427,2025-10-15,2025-10-10,113.9,68.63
P00067954,A003427,2025-11-15,2025-11-11,64.2,64.2
P00067955,A003427,2025-12-15,2025-12-11,186.68,192.78
P00067956,A003428,2024-01-15,2024-01-11,93.08,91.95
P00067957,A003428,2024-02-15,2024-02-21,85.25,89.44
P00067958,A003428,2024-03-15,2024-03-11,123.34,124.11
P00067959,A003428,2024-04-15,2024-04-15,123.78,129.57
P00067960,A003428,2024-05-15,2024-05-11,50.0,51.58
P00067961,A003428,2024-06-15,2024-06-12,52.92,53.78
P00067962,A003428,2024-07-15,2024-07-11,85.61,86.5
P00067963,A003428,2024-08-15,2024-08-15,50.0,51.1
P00067964,A003428,2024-09-15,2024-10-09,65.97,65.0
P00067965,A003428,2024-10-15,2024-10-10,50.0,49.75
P00067966,A003428,2024-11-15,2024-11-15,100.55,102.2
P00067967,A003428,2024-12-15,2024-12-11,103.17,103.36
P00067968,A003428,2025-01-15,2025-01-13,84.21,86.58
P00067969,A003428,2025-02-15,2025-02-14,123.25,129.04
P00067970,A003428,2025-03-15,2025-03-11,75.69,76.12
P00067971,A003428,2025-04-15,2025-04-12,50.0,51.21
P00067972,A003428,2025-05-15,2025-05-14,122.21,124.24
P00067973,A003428,2025-06-15,2025-06-13,85.37,89.08
P00067974,A003428,2025-07-15,2025-07-15,59.33,60.64
P00067975,A003428,2025-08-15,2025-08-12,50.0,50.18
P00067976,A003428,2025-09-15,2025-09-13,54.65,56.57
