account_id,customer_record_id,open_date,credit_limit,current_balance,product_type,status
A004776,C002301,2024-05-11,6079.95,1508.89,Revolving Credit,Open
A004777,C002301,2023-08-06,3604.05,1175.83,Commercial Card,Open
A004778,C002303,2023-08-19,23084.23,11538.42,Commercial Card,Open
A004779,C002302,2025-02-12,30742.25,15637.23,Revolving Credit,Open
A004780,C002302,2024-11-30,20148.44,4472.67,Commercial Card,Open
A004781,C002302,2023-01-30,7711.34,5636.7,Commercial Card,Open
A004782,C002304,2023-07-23,2500.0,1228.2,Fleet Card,Open
A004783,C002305,2023-12-08,5181.37,2111.52,Commercial Card,Open
A004784,C002306,2024-06-16,9628.48,5849.29,Fleet Card,Open
A004785,C002306,2023-05-07,15129.45,7005.03,Revolving Credit,Open
A004786,C002306,2023-02-27,5587.98,2631.35,Commercial Card,Open
A004787,C002307,2023-03-03,14541.82,8531.05,Revolving Credit,Open
A004788,C002309,2024-09-07,15547.72,4829.79,Fleet Card,Open
A004789,C002308,2023-04-15,8004.5,4961.05,Revolving Credit,Open
A004790,C002310,2023-06-27,8075.66,4235.02,Revolving Credit,Open
A004791,C002310,2023-07-22,6784.98,2282.73,Commercial Card,Open
A004792,C002311,2023-02-09,4451.82,2389.17,Fleet Card,Open
A004793,C002311,2024-12-03,3149.75,847.25,Commercial Card,Open
A004794,C002311,2023-06-14,3672.46,879.8,Commercial Card,Open
A004795,C002311,2023-04-08,5772.58,3778.22,Fleet Card,Open
A004796,C002312,2023-09-02,5590.2,,Revolving Credit,Open
A004797,C002312,2023-03-19,3630.94,1586.07,Revolving Credit,Open
A004798,C002313,2025-03-11,6652.44,2085.75,Fleet Card,Open
A004799,C002313,2024-08-12,7223.32,1838.27,Revolving Credit,Open
A004800,C002313,2024-11-19,4152.29,2238.31,Revolving Credit,Open
A004801,C002314,2024-04-16,15997.5,8744.28,Revolving Credit,Open
A004802,C002314,2024-08-02,29082.0,8719.4,Commercial Card,Open
A004803,C002314,2023-11-22,11078.98,5935.57,Commercial Card,Open
A004804,C002314,2025-03-07,9598.98,3837.96,Fleet Card,Open
A004805,C002314,2024-04-07,24657.69,10372.34,Fleet Card,Open
A004806,C002315,2023-02-19,8762.0,5214.71,Revolving Credit,Open
A004807,C002315,2024-09-02,9856.67,4344.01,Revolving Credit,Open
A004808,C002316,2024-06-12,16038.94,7544.36,Fleet Card,Open
A004809,C002317,2023-11-14,34099.46,9681.41,Fleet Card,Open
A004810,C002317,2023-09-24,10752.6,6109.01,Commercial Card,Open
A004811,C002317,2024-07-09,10990.41,,Commercial Card,Open
A004812,C002318,2023-05-22,4367.8,2733.29,Commercial Card,Open
A004813,C002318,2024-04-24,7687.06,1931.39,Fleet Card,Open
A004814,C002318,2024-02-17,6237.88,3087.13,Fleet Card,Open
A004815,C002319,2024-12-18,4002.15,1756.32,Commercial Card,Open
A004816,C002319,2023-11-28,9129.72,6572.29,Revolving Credit,Open
A004817,C002319,2023-01-08,10809.14,6784.23,Fleet Card,Open
A004818,C002319,2024-10-23,6569.62,3154.34,Revolving Credit,Open
A004819,C002319,2024-11-01,2500.0,1324.96,Fleet Card,Open
A004820,C002320,2024-11-26,13964.34,8535.34,Revolving Credit,Open
A004821,C002321,2023-07-11,9517.06,2379.59,Revolving Credit,Open
A004822,C002321,2023-11-29,6777.55,3656.44,Revolving Credit,Open
A004823,C002320,2024-10-02,6387.82,3195.14,Fleet Card,Open
A004824,C002322,2023-03-13,4037.01,656.46,Revolving Credit,Open
A004825,C002322,2023-02-06,7701.71,2158.4,Revolving Credit,Open
A004826,C002322,2023-05-21,3165.07,570.42,Revolving Credit,Open
A004827,C002323,2024-12-06,28842.88,17457.66,Fleet Card,Open
A004828,C002324,2024-11-07,5072.51,1651.41,Fleet Card,Open
A004829,C002324,2025-03-09,5707.44,2065.89,Commercial Card,Open
A004830,C002325,2023-04-16,9507.44,4337.31,Revolving Credit,Open
A004831,C002325,2023-04-01,2500.0,1299.94,Revolving Credit,Open
A004832,C002325,2025-03-23,7540.7,5375.08,Commercial Card,Open
A004833,C002325,2024-03-08,6825.21,3121.34,Fleet Card,Open
A004834,C002326,2025-01-15,3339.8,1209.28,Commercial Card,Open
A004835,C002326,2024-08-26,4866.36,2380.79,Commercial Card,Open
A004836,C002327,2023-01-18,38058.94,,Revolving Credit,Open
A004837,C002327,2023-05-20,28810.15,11530.31,Fleet Card,Open
A004838,C002327,2024-07-07,37679.52,22247.04,Fleet Card,Open
A004839,C002328,2025-01-09,54605.99,13728.87,Fleet Card,Open
A004840,C002328,2023-05-01,9240.29,6365.93,Commercial Card,Open
A004841,C002329,2024-11-27,10947.52,6206.07,Fleet Card,Open
A004842,C002329,2023-02-25,16418.65,8060.43,Revolving Credit,Open
A004843,C002329,2023-02-19,13756.06,8020.24,Fleet Card,Open
A004844,C002329,2023-06-06,14486.12,9160.1,Revolving Credit,Open
A004845,C002330,2024-12-26,11519.18,5622.38,Revolving Credit,Open
A004846,C002330,2024-03-09,47533.21,28212.34,Revolving Credit,Open
A004847,C002331,2023-06-18,17552.15,5284.76,Fleet Card,Open
A004848,C002331,2024-10-15,17435.83,2624.44,Fleet Card,Closed
A004849,C002331,2024-08-31,17514.08,9923.66,Revolving Credit,Open
A004850,C002332,2023-12-14,7861.87,2583.06,Fleet Card,Open
A004851,C002332,2024-03-22,12524.38,6274.11,Fleet Card,Open
A004852,C002333,2023-09-07,6270.48,3120.06,Fleet Card,Open
A004853,C002333,2024-12-03,11038.59,7509.47,Commercial Card,Open
A004854,C002333,2024-08-01,13375.2,6053.77,Commercial Card,Open
A004855,C002333,2023-05-06,16995.6,7572.97,Fleet Card,Open
A004856,C002334,2023-08-22,27774.36,21408.97,Commercial Card,Open
A004857,C002334,2024-08-13,27030.03,,Commercial Card,Open
A004858,C002334,2023-10-10,9761.84,3295.64,Fleet Card,Open
A004859,C002335,2024-03-27,9196.65,3104.08,Revolving Credit,Open
A004860,C002335,2024-07-14,8024.69,3746.44,Revolving Credit,Open
A004861,C002337,2023-05-17,20380.39,10666.99,Revolving Credit,Open
A004862,C002337,2023-10-19,16867.62,12463.69,Fleet Card,Open
A004863,C002338,2024-05-30,2814.56,1386.91,Revolving Credit,Open
A004864,C002339,2024-10-30,3080.72,1302.6,Revolving Credit,Open
A004865,C002339,2024-05-12,4576.82,3487.05,Revolving Credit,Open
A004866,C002340,2023-02-12,3208.35,1887.01,Commercial Card,Closed
A004867,C002340,2023-07-25,7383.09,2915.64,Revolving Credit,Open
A004868,C002341,2024-06-28,5323.47,2362.65,Commercial Card,Open
A004869,C002341,2023-03-23,2684.83,656.97,Revolving Credit,Open
A004870,C002341,2023-10-04,8151.3,4297.59,Commercial Card,Open
A004871,C002341,2023-04-02,3602.0,1886.42,Fleet Card,Open
A004872,C002342,2024-04-14,15371.22,8205.86,Fleet Card,Open
A004873,C002342,2023-12-22,6029.46,3954.6,Commercial Card,Closed
A004874,C002343,2023-04-11,12806.17,6723.57,Commercial Card,Open
A004875,C002343,2024-09-10,19272.15,5219.1,Revolving Credit,Open
A004876,C002343,2024-01-23,11440.58,8545.88,Fleet Card,Open
A004877,C002345,2023-10-04,14945.86,9362.91,Revolving Credit,Open
A004878,C002346,2023-11-17,10322.02,2741.21,Commercial Card,Open
A004879,C002346,2024-06-29,15080.97,3297.21,Commercial Card,Open
A004880,C002346,2024-07-25,7751.53,2631.93,Revolving Credit,Open
A004881,C002347,2024-01-09,5110.78,2334.46,Revolving Credit,Open
A004882,C002347,2024-04-27,20777.32,9092.77,Revolving Credit,Open
A004883,C002347,2024-08-31,13410.49,8731.02,Revolving Credit,Open
A004884,C002348,2023-02-25,24096.52,16828.2,Revolving Credit,Open
A004885,C002350,2024-06-20,5651.23,3945.47,Fleet Card,Open
A004886,C002351,2023-03-28,6590.46,2392.56,Commercial Card,Open
A004887,C002351,2023-03-11,9015.13,3904.34,Revolving Credit,Open
A004888,C002351,2024-08-07,5201.34,1818.99,Revolving Credit,Open
A004889,C002351,2024-02-07,3352.14,1381.71,Commercial Card,Open
A004890,C002352,2024-07-30,7995.02,4166.53,Commercial Card,Open
A004891,C002352,2024-07-15,6578.49,1730.0,Fleet Card,Open
A004892,C002353,2024-07-21,14200.54,7819.35,Commercial Card,Open
A004893,C002354,2024-09-17,21317.19,3940.97,Commercial Card,Open
A004894,C002354,2023-02-07,31353.06,15773.69,Fleet Card,Open
A004895,C002354,2023-04-24,23739.34,9552.96,Revolving Credit,Open
A004896,C002355,2023-09-07,19373.03,8492.25,Revolving Credit,Open
A004897,C002355,2023-10-31,73995.27,29385.34,Commercial Card,Open
A004898,C002357,2023-10-17,2500.0,1130.63,Fleet Card,Open
A004899,C002358,2024-10-21,22336.51,11421.58,Fleet Card,Open
A004900,C002358,2025-01-18,31624.67,10950.43,Revolving Credit,Closed
A004901,C002359,2023-09-23,2937.94,1092.76,Commercial Card,Open
A004902,C002359,2023-04-18,5165.53,2811.67,Commercial Card,Open
A004903,C002360,2025-02-17,3115.95,1773.27,Fleet Card,Open
A004904,C002361,2023-11-25,8116.13,3633.9,Revolving Credit,Open
A004905,C002361,2023-05-07,8011.5,4682.97,Commercial Card,Open
A004906,C002361,2023-03-31,8665.21,3022.44,Revolving Credit,Open
A004907,C002362,2023-03-31,42771.71,17716.95,Revolving Credit,Open
A004908,C002363,2024-07-07,23400.43,1868.91,Commercial Card,Open
A004909,C002363,2024-04-14,18438.27,9585.96,Revolving Credit,Open
A004910,C002363,2024-05-28,26802.52,,Fleet Card,Open
A004911,C002364,2024-09-30,5490.79,846.34,Commercial Card,Open
A004912,C002365,2024-10-09,25439.37,1713.36,Revolving Credit,Open
A004913,C002365,2024-10-11,28673.61,15134.21,Commercial Card,Open
A004914,C002366,2024-02-11,6097.48,2265.54,Revolving Credit,Open
A004915,C002368,2024-08-16,5119.22,1655.33,Fleet Card,Open
A004916,C002369,2023-03-05,8040.63,4540.46,Commercial Card,Open
A004917,C002369,2024-01-03,12400.61,6557.92,Revolving Credit,Open
A004918,C002370,2023-09-06,18830.02,6359.39,Commercial Card,Open
A004919,C002370,2024-03-08,17359.42,7782.43,Fleet Card,Open
A004920,C002371,2023-02-14,20218.9,11195.06,Revolving Credit,Open
A004921,C002371,2023-05-18,13485.52,4611.12,Fleet Card,Open
A004922,C002372,2023-04-06,30245.66,13830.06,Fleet Card,Closed
A004923,C002372,2024-05-28,41451.66,20447.61,Fleet Card,Open
A004924,C002372,2023-07-11,21817.23,4165.06,Commercial Card,Open
A004925,C002372,2023-04-20,21056.1,9698.86,Commercial Card,Open
A004926,C002373,2023-01-24,66876.21,24217.12,Commercial Card,Open
A004927,C002373,2023-07-10,61341.34,28332.32,Revolving Credit,Open
A004928,C002373,2024-02-11,66324.28,27824.87,Fleet Card,Open
A004929,C002373,2024-05-15,47958.95,10419.38,Fleet Card,Open
A004930,C002374,2024-07-25,9261.64,2082.59,Commercial Card,Open
A004931,C002375,2023-09-15,8333.83,3211.99,Fleet Card,Open
A004932,C002376,2023-07-14,6661.83,4495.85,Commercial Card,Open
A004933,C002376,2023-04-07,5877.43,1772.59,Revolving Credit,Open
A004934,C002378,2024-04-15,5655.6,2340.4,Commercial Card,Open
A004935,C002378,2024-05-04,6903.46,4689.5,Commercial Card,Open
A004936,C002379,2024-09-06,2953.97,1966.4,Revolving Credit,Open
A004937,C002380,2024-09-24,10426.64,7056.4,Commercial Card,Open
A004938,C002382,2023-03-29,2500.0,1138.41,Fleet Card,Open
A004939,C002383,2023-09-23,2500.0,952.2,Commercial Card,Open
A004940,C002383,2023-02-16,6279.12,2606.24,Revolving Credit,Open
A004941,C002383,2024-12-06,2814.55,2299.37,Fleet Card,Open
A004942,C002383,2024-02-07,8644.88,3713.25,Fleet Card,Open
A004943,C002384,2023-05-14,3151.74,2327.92,Revolving Credit,Open
A004944,C002384,2023-07-03,6285.07,2224.68,Commercial Card,Open
A004945,C002384,2023-10-21,3291.35,983.46,Commercial Card,Open
A004946,C002385,2024-10-23,27923.72,5112.31,Fleet Card,Open
A004947,C002385,2025-02-22,39095.52,18258.87,Fleet Card,Open
A004948,C002387,2025-01-13,18698.89,11577.3,Commercial Card,Open
A004949,C002386,2024-04-28,9251.03,5499.75,Revolving Credit,Open
A004950,C002388,2025-01-03,38506.94,25562.15,Revolving Credit,Open
A004951,C002388,2023-03-21,5673.13,3827.48,Commercial Card,Open
A004952,C002388,2024-08-10,28493.43,11472.81,Revolving Credit,Open
A004953,C002389,2024-12-21,37780.41,11139.29,Revolving Credit,Open
A004954,C002390,2024-07-15,10502.64,3625.97,Fleet Card,Open
A004955,C002390,2024-05-23,17137.81,7786.77,Commercial Card,Open
A004956,C002391,2024-03-12,6057.56,1138.49,Fleet Card,Open
A004957,C002394,2024-02-12,3638.64,1963.41,Commercial Card,Open
A004958,C002393,2023-12-15,3496.01,2407.96,Fleet Card,Open
A004959,C002393,2024-03-29,3587.23,968.52,Fleet Card,Open
A004960,C002395,2024-02-06,5412.54,2350.37,Fleet Card,Open
A004961,C002395,2023-08-28,5580.56,3045.39,Commercial Card,Open
A004962,C002397,2024-06-27,18504.64,5761.22,Commercial Card,Open
A004963,C002398,2024-03-25,51335.3,21767.47,Fleet Card,Open
A004964,C002398,2023-06-16,41779.34,32294.22,Revolving Credit,Open
A004965,C002399,2024-12-18,9019.23,2650.2,Revolving Credit,Open
A004966,C002400,2023-10-02,2694.83,1379.49,Commercial Card,Open
A004967,C002401,2024-01-30,2500.0,1196.94,Fleet Card,Open
A004968,C002401,2024-05-26,7321.87,2974.36,Fleet Card,Open
A004969,C002403,2023-11-08,20045.35,15800.22,Revolving Credit,Open
A004970,C002403,2024-01-02,14324.98,4435.33,Commercial Card,Open
A004971,C002403,2024-04-24,11773.85,5310.22,Fleet Card,Open
A004972,C002403,2023-02-05,14836.19,10163.19,Commercial Card,Open
A004973,C002405,2025-01-23,6623.75,1902.45,Revolving Credit,Open
A004974,C002404,2024-02-17,8240.84,4473.98,Revolving Credit,Open
A004975,C002407,2024-09-25,13140.71,,Fleet Card,Open
A004976,C002408,2024-04-12,55203.94,25672.96,Revolving Credit,Open
A004977,C002408,2023-11-29,47204.34,22236.45,Revolving Credit,Open
A004978,C002408,2023-01-20,43483.59,25561.16,Fleet Card,Open
A004979,C002409,2023-11-18,3205.06,1280.66,Fleet Card,Open
A004980,C002409,2024-10-23,5964.44,2706.8,Commercial Card,Open
A004981,C002411,2023-02-01,5253.0,2884.48,Fleet Card,Open
A004982,C002411,2024-02-19,4028.34,929.22,Revolving Credit,Open
A004983,C002410,2024-07-26,5730.01,3121.65,Commercial Card,Open
A004984,C002413,2024-10-03,9150.54,5356.92,Revolving Credit,Open
A004985,C002414,2024-04-12,7685.06,1020.04,Commercial Card,Open
A004986,C002417,2024-03-24,17170.26,12354.5,Revolving Credit,Open
A004987,C002418,2024-04-12,5791.76,1379.27,Fleet Card,Open
A004988,C002418,2024-02-26,12322.02,7080.24,Fleet Card,Open
A004989,C002419,2024-09-16,5911.05,2783.18,Commercial Card,Open
A004990,C002420,2024-06-26,15641.94,7198.1,Revolving Credit,Open
A004991,C002420,2025-02-06,15761.41,9668.57,Commercial Card,Open
A004992,C002420,2023-05-27,14656.5,7166.83,Fleet Card,Open
A004993,C002420,2023-04-19,24097.74,4432.9,Revolving Credit,Open
A004994,C002421,2023-02-17,8225.47,2158.15,Fleet Card,Open
A004995,C002421,2024-09-06,18261.37,6494.84,Revolving Credit,Open
A004996,C002423,2024-04-09,4509.92,790.33,Revolving Credit,Open
A004997,C002423,2024-09-26,6598.26,2220.01,Revolving Credit,Open
A004998,C002424,2023-08-13,42881.3,22567.2,Revolving Credit,Closed
A004999,C002424,2023-08-28,107461.14,87189.36,Commercial Card,Open
A005000,C002424,2025-03-11,41904.85,28646.69,Commercial Card,Open
A005001,C002425,2023-10-27,13256.12,8040.49,Fleet Card,Open
A005002,C002426,2023-06-14,6023.29,3451.11,Revolving Credit,Open
A005003,C002428,2024-10-14,3071.96,1984.4,Revolving Credit,Open
A005004,C002428,2023-05-14,5540.52,3718.14,Commercial Card,Open
A005005,C002429,2023-12-24,6189.76,3382.34,Revolving Credit,Closed
A005006,C002429,2023-06-23,6855.53,,Revolving Credit,Open
A005007,C002429,2025-02-21,7517.32,4974.57,Commercial Card,Open
A005008,C002429,2025-01-23,2647.28,1876.95,Commercial Card,Open
A005009,C002430,2023-03-17,23059.05,9316.41,Commercial Card,Open
A005010,C002430,2025-02-24,29440.49,9736.95,Commercial Card,Open
A005011,C002431,2023-05-30,12724.78,6380.39,Fleet Card,Closed
A005012,C002431,2024-03-20,8439.66,2049.71,Revolving Credit,Open
A005013,C002432,2023-05-10,6662.33,2304.78,Commercial Card,Open
A005014,C002433,2023-01-12,6114.81,2583.53,Revolving Credit,Open
A005015,C002434,2023-02-18,16485.72,9190.08,Commercial Card,Open
A005016,C002435,2023-11-04,18939.82,4001.78,Fleet Card,Open
A005017,C002434,2024-05-18,24915.21,2262.1,Commercial Card,Open
A005018,C002434,2023-08-16,11189.02,,Fleet Card,Open
A005019,C002436,2023-03-14,5962.33,4166.83,Fleet Card,Open
A005020,C002436,2024-12-12,13750.64,5845.75,Fleet Card,Open
A005021,C002437,2024-10-27,15317.14,5982.07,Revolving Credit,Open
A005022,C002437,2024-09-10,13763.43,8578.92,Commercial Card,Open
A005023,C002438,2024-06-09,4495.81,1385.5,Fleet Card,Open
A005024,C002438,2024-04-11,12515.6,7897.05,Commercial Card,Open
A005025,C002440,2023-08-03,3146.39,1693.64,Revolving Credit,Open
A005026,C002439,2023-07-07,3085.63,556.7,Commercial Card,Open
A005027,C002442,2023-11-14,12130.07,3732.3,Commercial Card,Open
A005028,C002443,2025-01-26,32998.12,25779.51,Commercial Card,Open
A005029,C002443,2023-07-14,27680.78,10901.76,Fleet Card,Open
A005030,C002443,2023-02-16,36054.09,17354.87,Revolving Credit,Open
A005031,C002444,2024-02-21,70979.28,15007.59,Commercial Card,Open
A005032,C002445,2023-12-02,83087.85,9457.46,Fleet Card,Open
A005033,C002444,2025-02-17,37930.38,16770.36,Fleet Card,Open
A005034,C002446,2023-10-11,4719.17,3373.01,Commercial Card,Open
A005035,C002446,2024-07-03,2618.77,987.16,Fleet Card,Open
A005036,C002446,2025-02-08,2573.81,1667.2,Fleet Card,Open
A005037,C002446,2024-10-19,3338.14,1704.41,Fleet Card,Open
A005038,C002447,2023-12-16,22865.2,2507.86,Fleet Card,Open
A005039,C002449,2024-06-21,12685.89,1626.19,Commercial Card,Open
A005040,C002449,2024-09-09,10837.72,6475.7,Fleet Card,Open
A005041,C002450,2024-11-02,8250.19,4823.42,Revolving Credit,Open
A005042,C002452,2024-12-26,50481.47,8226.69,Revolving Credit,Open
A005043,C002452,2025-02-09,47587.3,10902.49,Fleet Card,Open
A005044,C002454,2024-01-24,7024.71,962.81,Commercial Card,Open
A005045,C002453,2024-02-11,22704.25,10577.36,Revolving Credit,Open
A005046,C002455,2024-01-26,6532.33,2547.37,Commercial Card,Open
A005047,C002455,2024-01-25,9451.46,5913.3,Revolving Credit,Open
A005048,C002455,2024-12-13,9403.25,3344.1,Fleet Card,Open
A005049,C002455,2025-01-21,11103.0,6924.01,Revolving Credit,Open
A005050,C002456,2024-08-06,28723.14,17502.59,Commercial Card,Open
A005051,C002457,2025-01-26,15029.04,4387.37,Commercial Card,Open
A005052,C002457,2024-06-03,4465.39,1630.08,Fleet Card,Open
A005053,C002459,2024-03-29,4398.22,2721.27,Fleet Card,Open
A005054,C002460,2023-03-02,5244.96,1370.33,Fleet Card,Open
A005055,C002460,2025-01-08,6765.37,5044.03,Fleet Card,Open
A005056,C002461,2024-06-03,14660.82,9633.37,Fleet Card,Open
A005057,C002461,2023-11-09,9342.04,2183.21,Fleet Card,Open
A005058,C002462,2023-07-22,13192.5,9361.78,Commercial Card,Open
A005059,C002463,2024-05-01,40696.44,13209.6,Revolving Credit,Open
A005060,C002463,2024-04-15,26399.08,6656.89,Commercial Card,Open
A005061,C002463,2023-02-17,36400.17,9695.93,Revolving Credit,Open
A005062,C002465,2024-07-24,36800.74,14270.53,Commercial Card,Open
A005063,C002465,2023-01-18,50539.06,14569.2,Revolving Credit,Open
A005064,C002466,2023-10-23,12190.6,2900.27,Revolving Credit,Open
A005065,C002466,2023-01-19,3864.13,1190.72,Fleet Card,Open
A005066,C002466,2024-03-31,8852.76,2912.3,Fleet Card,Open
A005067,C002467,2023-05-08,19191.57,10770.03,Commercial Card,Open
A005068,C002467,2024-01-09,11379.6,5653.69,Revolving Credit,Open
A005069,C002467,2023-12-31,19947.0,4496.34,Revolving Credit,Open
A005070,C002467,2023-11-08,13347.17,4074.49,Commercial Card,Open
A005071,C002468,2024-03-07,6516.28,2982.48,Revolving Credit,Open
A005072,C002470,2024-04-30,8850.81,6022.31,Fleet Card,Open
A005073,C002470,2025-01-15,4176.3,2404.91,Fleet Card,Closed
A005074,C002470,2024-02-14,8682.33,4813.95,Commercial Card,Open
A005075,C002470,2024-03-06,5012.96,3666.51,Revolving Credit,Open
A005076,C002471,2023-01-14,11678.81,5540.41,Commercial Card,Open
A005077,C002472,2024-12-25,7046.45,3153.67,Commercial Card,Open
A005078,C002473,2024-10-08,4226.82,1449.63,Revolving Credit,Open
A005079,C002474,2023-05-20,10114.63,2812.96,Revolving Credit,Open
A005080,C002474,2023-07-26,10136.01,5977.46,Revolving Credit,Open
A005081,C002475,2024-05-09,2941.42,646.95,Revolving Credit,Open
A005082,C002475,2024-11-20,6612.58,2914.19,Revolving Credit,Open
A005083,C002477,2024-09-13,6763.72,1950.55,Fleet Card,Open
A005084,C002476,2023-04-06,9387.64,2449.28,Fleet Card,Open
A005085,C002477,2025-02-01,10600.17,4854.74,Fleet Card,Open
A005086,C002478,2023-08-29,10255.21,6067.02,Revolving Credit,Open
A005087,C002478,2023-09-11,36675.21,7868.6,Revolving Credit,Open
A005088,C002479,2024-05-24,4956.86,1747.38,Fleet Card,Open
A005089,C002479,2024-05-02,18160.27,3534.96,Commercial Card,Open
A005090,C002479,2023-08-18,24942.52,16329.74,Fleet Card,Open
A005091,C002480,2023-05-10,16767.57,10618.91,Commercial Card,Open
A005092,C002480,2024-08-01,13528.31,4267.87,Fleet Card,Open
A005093,C002480,2025-01-18,10208.97,5717.17,Commercial Card,Closed
A005094,C002480,2023-05-10,9972.13,3553.56,Fleet Card,Open
A005095,C002481,2023-10-18,9031.06,,Revolving Credit,Open
A005096,C002481,2023-12-28,8520.7,2399.35,Revolving Credit,Open
A005097,C002481,2023-05-05,4620.33,2687.15,Fleet Card,Open
A005098,C002482,2023-05-06,13631.8,1486.07,Commercial Card,Open
A005099,C002482,2024-05-29,14707.79,,Fleet Card,Open
A005100,C002483,2023-05-27,4931.5,2456.2,Fleet Card,Open
A005101,C002484,2023-07-29,54452.46,32572.66,Revolving Credit,Open
A005102,C002484,2024-12-30,50752.31,25900.53,Commercial Card,Open
A005103,C002485,2024-07-05,11597.47,6422.54,Fleet Card,Open
A005104,C002486,2023-08-30,11664.11,5728.55,Fleet Card,Open
A005105,C002486,2024-09-08,16108.55,1335.21,Revolving Credit,Open
A005106,C002486,2023-11-20,8096.42,3014.65,Commercial Card,Open
A005107,C002487,2024-01-18,3108.27,1096.91,Commercial Card,Open
A005108,C002487,2025-03-03,7851.74,4209.51,Revolving Credit,Open
A005109,C002487,2023-04-11,4699.99,2754.3,Revolving Credit,Open
A005110,C002488,2024-06-15,23545.2,12826.55,Revolving Credit,Open
A005111,C002490,2023-06-01,5626.88,1355.54,Fleet Card,Open
A005112,C002491,2023-03-11,12339.86,5499.33,Fleet Card,Open
A005113,C002491,2023-08-22,22965.87,12480.92,Revolving Credit,Open
A005114,C002491,2024-08-09,19760.04,13932.59,Fleet Card,Open
A005115,C002491,2024-09-05,7422.0,2147.54,Commercial Card,Closed
A005116,C002492,2023-03-27,6859.84,1942.75,Fleet Card,Open
A005117,C002492,2023-11-06,3330.86,759.98,Fleet Card,Open
A005118,C002492,2023-01-29,5045.72,2580.93,Commercial Card,Open
A005119,C002493,2024-03-27,3938.5,3296.43,Fleet Card,Open
A005120,C002493,2023-11-21,2500.0,843.51,Revolving Credit,Open
A005121,C002494,2023-05-30,33744.44,11971.0,Commercial Card,Open
A005122,C002494,2024-02-02,8781.01,1661.01,Commercial Card,Open
A005123,C002494,2023-05-08,32029.89,5426.07,Fleet Card,Open
A005124,C002495,2025-01-01,4003.31,2550.12,Revolving Credit,Open
A005125,C002495,2024-12-20,6483.72,1272.13,Revolving Credit,Open
A005126,C002495,2024-04-30,3619.77,1964.08,Fleet Card,Open
A005127,C002495,2023-06-28,3660.0,1554.41,Fleet Card,Open
A005128,C002495,2024-03-03,4089.44,1589.72,Commercial Card,Open
A005129,C002496,2023-05-27,3913.74,1904.17,Revolving Credit,Open
A005130,C002498,2025-03-10,3272.52,781.06,Fleet Card,Open
A005131,C002498,2023-08-14,4895.18,2390.83,Fleet Card,Open
A005132,C002497,2023-08-12,6212.8,2841.87,Revolving Credit,Open
A005133,C002499,2024-12-23,9497.16,6875.29,Fleet Card,Open
A005134,C002500,2024-06-09,12450.96,2843.69,Fleet Card,Open
A005135,C002500,2023-08-28,10810.7,3546.46,Fleet Card,Open
A005136,C002500,2023-02-03,16720.42,5729.57,Fleet Card,Closed
A005137,C002500,2025-01-29,16078.13,6466.9,Commercial Card,Open
A005138,C002501,2024-01-06,40637.29,4774.33,Commercial Card,Open
A005139,C002501,2024-07-08,34493.83,23492.2,Revolving Credit,Open
A005140,C002502,2023-08-19,6394.06,2139.43,Revolving Credit,Open
A005141,C002503,2023-05-19,9854.86,6441.07,Revolving Credit,Open
A005142,C002503,2023-01-16,20891.7,6249.1,Fleet Card,Open
A005143,C002504,2023-03-13,15483.21,,Commercial Card,Open
A005144,C002504,2023-12-09,25866.49,7482.39,Revolving Credit,Closed
A005145,C002505,2023-11-25,7411.09,2378.81,Fleet Card,Open
A005146,C002505,2024-08-19,3576.02,1683.17,Commercial Card,Open
A005147,C002506,2024-06-26,3049.77,1286.32,Revolving Credit,Open
A005148,C002506,2023-04-04,3769.19,1590.09,Commercial Card,Open
A005149,C002506,2023-03-06,4869.89,3036.37,Commercial Card,Open
A005150,C002507,2024-09-10,2648.49,948.69,Fleet Card,Open
A005151,C002507,2024-02-04,3430.17,1155.91,Commercial Card,Open
A005152,C002508,2023-06-01,5843.97,2724.67,Revolving Credit,Open
A005153,C002509,2024-06-28,16454.76,7620.06,Commercial Card,Open
A005154,C002509,2024-12-13,23838.61,,Commercial Card,Open
A005155,C002510,2023-02-27,7482.11,4525.16,Revolving Credit,Open
A005156,C002510,2024-04-14,8737.13,3222.95,Fleet Card,Open
A005157,C002511,2023-10-31,3187.41,1017.09,Commercial Card,Open
A005158,C002512,2023-10-05,45669.91,11596.95,Commercial Card,Open
A005159,C002512,2025-02-04,9723.07,3056.22,Fleet Card,Open
A005160,C002514,2024-06-02,5570.24,1548.62,Fleet Card,Closed
A005161,C002514,2025-03-05,2717.67,1388.45,Commercial Card,Open
A005162,C002515,2024-07-28,23088.16,15583.92,Fleet Card,Open
A005163,C002515,2024-02-09,8148.43,4336.43,Fleet Card,Open
A005164,C002515,2023-05-07,12421.09,5311.35,Revolving Credit,Open
A005165,C002516,2023-05-06,3486.61,2039.72,Fleet Card,Open
A005166,C002516,2024-05-14,6135.99,3038.59,Revolving Credit,Open
A005167,C002517,2023-09-04,16739.52,8120.22,Fleet Card,Open
A005168,C002517,2024-12-31,8780.43,5502.46,Fleet Card,Open
A005169,C002517,2024-05-11,15045.06,3356.76,Fleet Card,Open
A005170,C002517,2024-12-16,7039.57,2338.79,Fleet Card,Open
A005171,C002518,2024-04-12,9006.58,4704.5,Fleet Card,Open
