transaction_id,account_id,transaction_timestamp,amount,merchant_id,merchant_category,country
T000148232,A005547,2025-02-16 13:45:00,149.82,M00367,Tolls,CA
T000148233,A005547,2025-08-16 08:48:00,92.44,M01121,Other,US
T000148234,A005547,2025-11-12 07:17:00,452.81,M00331,Tolls,US
T000148235,A005547,2025-12-27 06:41:00,368.96,M00075,Maintenance,US
T000148236,A005547,2025-10-03 12:27:00,225.18,M01041,Restaurant,US
T000148237,A005548,2025-07-31 06:12:00,262.15,M00177,Maintenance,US
T000148238,A005548,2025-02-14 14:24:00,7.38,M00784,Other,US
T000148239,A005548,2025-05-30 06:40:00,183.86,M01155,Fuel,US
T000148240,A005548,2025-08-04 15:15:00,242.46,M01105,Restaurant,US
T000148241,A005548,2025-06-03 17:08:00,180.57,M01114,Restaurant,CA
T000148242,A005548,2025-11-30 14:12:00,36.37,M00557,Maintenance,US
T000148243,A005548,2025-05-27 04:42:00,297.86,M00099,Parts,US
T000148244,A005548,2025-01-07 23:40:00,243.76,M00574,Other,CA
T000148245,A005548,2025-05-02 18:31:00,41.62,M00591,Office,MX
T000148246,A005548,2025-06-05 03:51:00,77.28,M00821,Parts,US
T000148247,A005548,2025-02-22 02:31:00,41.82,M01102,Tolls,US
T000148248,A005548,2025-09-18 07:48:00,94.29,M00141,Office,US
T000148249,A005548,2025-02-09 07:13:00,71.49,M00221,Parts,US
T000148250,A005548,2025-05-08 05:02:00,31.8,M00300,Other,CA
T000148251,A005548,2025-01-18 06:33:00,53.25,M01140,Other,US
T000148252,A005548,2025-11-16 01:04:00,162.73,M01115,Other,US
T000148253,A005548,2025-06-23 14:41:00,89.94,M00627,Lodging,US
T000148254,A005548,2025-03-21 19:13:00,410.72,M01111,Fuel,US
T000148255,A005548,2025-05-06 08:48:00,710.38,M00244,Tolls,MX
T000148256,A005548,2025-05-16 23:13:00,186.73,M00263,Lodging,US
T000148257,A005548,2025-10-08 13:26:00,89.06,M00574,Maintenance,CA
T000148258,A005548,2025-06-08 01:23:00,139.73,M00134,Retail,US
T000148259,A005548,2025-02-01 00:15:00,171.65,M01040,Office,US
T000148260,A005548,2025-04-01 09:42:00,376.94,M00250,Parts,US
T000148261,A005548,2025-01-18 11:51:00,115.38,M00190,Maintenance,US
T000148262,A005549,2025-11-05 23:48:00,115.09,M00224,Other,US
T000148263,A005549,2025-01-09 19:32:00,365.31,M00018,Retail,US
T000148264,A005549,2025-06-20 14:17:00,79.55,M00735,Retail,MX
T000148265,A005549,2025-06-14 11:26:00,92.37,M00111,Other,US
T000148266,A005549,2025-01-02 01:42:00,156.62,M00923,Office,US
T000148267,A005549,2025-04-29 15:19:00,1665.19,M00094,Restaurant,US
T000148268,A005549,2025-02-24 11:01:00,31.48,M00465,Office,MX
T000148269,A005549,2025-08-21 18:55:00,118.82,M00746,Restaurant,US
T000148270,A005549,2025-11-24 17:05:00,194.75,M01182,Other,US
T000148271,A005549,2025-04-18 11:01:00,43.84,M00825,Maintenance,US
T000148272,A005549,2025-04-11 19:39:00,86.44,M00669,Restaurant,US
T000148273,A005549,2025-03-30 02:29:00,14.61,M00256,Retail,US
T000148274,A005549,2025-08-06 20:28:00,53.68,M00647,Parts,US
T000148275,A005549,2025-03-08 01:20:00,216.74,M00728,Lodging,US
T000148276,A005549,2025-06-26 01:47:00,113.89,M01128,Retail,US
T000148277,A005549,2025-10-23 21:12:00,95.67,M00636,Tolls,MX
T000148278,A005549,2025-03-06 19:47:00,257.96,M00106,Parts,US
T000148279,A005549,2025-07-01 17:06:00,55.2,M00951,Other,MX
T000148280,A005549,2025-04-14 00:41:00,49.72,M00248,Fuel,US
T000148281,A005549,2025-12-21 16:30:00,195.69,M00749,Restaurant,US
T000148282,A005550,2025-02-03 17:35:00,67.43,M00900,Lodging,US
T000148283,A005550,2025-01-09 05:24:00,37.69,M01065,Office,US
T000148284,A005550,2025-09-13 02:51:00,354.88,M00489,Parts,US
T000148285,A005550,2025-07-09 13:27:00,147.67,M00771,Parts,US
T000148286,A005550,2025-02-28 16:22:00,62.0,M00096,Parts,US
T000148287,A005550,2025-10-26 02:08:00,22.18,M00215,Fuel,US
T000148288,A005550,2025-08-12 02:00:00,99.27,M00441,Office,US
T000148289,A005550,2025-07-18 07:58:00,61.33,M00971,Retail,US
T000148290,A005550,2025-01-30 08:33:00,118.55,M00039,Parts,US
T000148291,A005550,2025-09-23 17:52:00,54.63,M00376,Other,US
T000148292,A005550,2025-03-02 20:29:00,57.3,M00045,Fuel,US
T000148293,A005550,2025-07-13 01:37:00,116.37,M00611,Office,CA
T000148294,A005550,2025-06-02 08:47:00,84.83,M00960,Retail,US
T000148295,A005550,2025-10-28 05:36:00,34.59,M00041,Maintenance,US
T000148296,A005550,2025-11-02 04:13:00,129.72,M00933,Maintenance,MX
T000148297,A005550,2025-11-17 22:14:00,100.83,M00428,Parts,US
T000148298,A005550,2025-11-22 08:14:00,114.71,M00721,Maintenance,US
T000148299,A005550,2025-06-08 12:56:00,79.67,M00684,Tolls,US
T000148300,A005550,2025-05-19 08:41:00,40.28,M01059,Maintenance,MX
T000148301,A005550,2025-02-01 04:34:00,280.06,M00204,Maintenance,US
T000148302,A005550,2025-09-06 12:52:00,62.9,M00292,Restaurant,US
T000148303,A005550,2025-09-19 05:21:00,69.1,M00260,Tolls,MX
T000148304,A005550,2025-08-13 04:16:00,43.98,M00087,Other,MX
T000148305,A005550,2025-03-10 02:30:00,108.5,M00732,Lodging,CA
T000148306,A005550,2025-06-22 23:00:00,161.24,M00147,Other,US
T000148307,A005550,2025-07-31 13:48:00,27.57,M00451,Fuel,CA
T000148308,A005550,2025-04-08 04:13:00,178.07,M00445,Tolls,US
T000148309,A005550,2025-02-23 19:48:00,366.02,M01147,Parts,US
T000148310,A005550,2025-07-05 01:32:00,74.94,M00379,Restaurant,US
T000148311,A005550,2025-06-25 02:30:00,151.97,M00143,Parts,US
T000148312,A005550,2025-07-13 18:17:00,-304.25,M00238,Retail,US
T000148313,A005551,2025-04-03 08:12:00,25.3,M01163,Fuel,CA
T000148314,A005551,2025-02-15 23:51:00,1698.3,M00513,Fuel,CA
T000148315,A005551,2025-06-04 04:11:00,344.98,M00740,Retail,US
T000148316,A005551,2025-08-25 04:04:00,73.94,M00414,Parts,US
T000148317,A005551,2025-03-21 20:20:00,70.99,M00858,Office,US
T000148318,A005551,2025-02-06 04:12:00,467.95,M00807,Parts,US
T000148319,A005551,2025-06-07 13:59:00,78.09,M01012,Tolls,US
T000148320,A005551,2025-02-26 06:52:00,53.92,M00380,Tolls,US
T000148321,A005551,2025-01-13 09:18:00,281.3,M00468,Parts,MX
T000148322,A005551,2025-10-15 22:06:00,231.57,M00066,Parts,MX
T000148323,A005551,2025-08-30 13:22:00,111.11,M00415,Restaurant,US
T000148324,A005551,2025-11-03 18:55:00,71.78,M01179,Retail,MX
T000148325,A005551,2025-02-21 15:55:00,21.24,M00767,Lodging,US
T000148326,A005551,2025-08-10 23:47:00,38.98,M00395,Other,US
T000148327,A005551,2025-08-08 19:09:00,69.06,M00985,Maintenance,US
T000148328,A005551,2025-11-04 05:32:00,78.77,M00451,Office,US
T000148329,A005551,2025-08-16 10:38:00,350.89,M00877,Fuel,MX
T000148330,A005551,2025-03-22 17:45:00,44.87,M00578,Fuel,US
T000148331,A005551,2025-08-29 14:49:00,23.67,M00868,Maintenance,US
T000148332,A005551,2025-04-16 04:06:00,74.39,M00354,Fuel,CA
T000148333,A005551,2025-03-30 12:42:00,144.32,M00483,Lodging,US
T000148334,A005551,2025-03-20 08:15:00,87.05,M00991,Parts,MX
T000148335,A005551,2025-12-14 22:28:00,94.8,M00214,Fuel,US
T000148336,A005551,2025-01-09 20:15:00,154.7,M00892,Maintenance,MX
T000148337,A005551,2025-12-22 17:28:00,62.1,M00972,Lodging,US
T000148338,A005551,2025-11-13 06:15:00,27.98,M01028,Other,US
T000148339,A005551,2025-07-22 00:19:00,160.27,M00989,Maintenance,MX
T000148340,A005551,2025-05-03 22:02:00,271.12,M01009,Restaurant,CA
T000148341,A005551,2025-02-09 23:49:00,106.77,M01143,Lodging,US
T000148342,A005552,2025-09-13 15:02:00,217.59,M00426,Other,US
T000148343,A005552,2025-03-06 08:04:00,81.43,M00543,Retail,US
T000148344,A005552,2025-01-28 14:27:00,153.94,M01007,Tolls,US
T000148345,A005552,2025-08-27 08:15:00,233.68,M00609,Tolls,US
T000148346,A005552,2025-11-30 21:17:00,32.95,M00709,Retail,US
T000148347,A005552,2025-08-31 02:50:00,86.94,M00450,Retail,MX
T000148348,A005552,2025-08-15 05:34:00,26.62,M00384,Restaurant,US
T000148349,A005552,2025-05-29 13:26:00,115.93,M01177,Lodging,US
T000148350,A005552,2025-11-18 11:03:00,73.26,M00704,Office,MX
T000148351,A005552,2025-04-11 20:24:00,105.55,M00566,Other,MX
T000148352,A005552,2025-11-26 06:33:00,115.63,M00232,Lodging,US
T000148353,A005552,2025-02-20 19:51:00,104.9,M00647,Restaurant,US
T000148354,A005552,2025-06-04 23:57:00,275.13,M00982,Parts,US
T000148355,A005552,2025-05-12 13:37:00,109.28,M00095,Office,MX
T000148356,A005552,2025-01-14 07:54:00,61.08,M00805,Parts,MX
T000148357,A005552,2025-08-05 04:42:00,74.69,M00871,Office,US
T000148358,A005552,2025-04-30 01:18:00,22.67,M00830,Restaurant,US
T000148359,A005552,2025-09-23 16:41:00,47.91,M00388,Tolls,MX
T000148360,A005552,2025-12-15 00:18:00,113.33,M00210,Lodging,CA
T000148361,A005552,2025-04-12 01:54:00,51.77,M00794,Restaurant,CA
T000148362,A005552,2025-11-03 18:54:00,128.23,M00578,Other,US
T000148363,A005552,2025-02-09 01:34:00,307.96,M00432,Retail,US
T000148364,A005552,2025-02-17 02:27:00,73.85,M00767,Retail,US
T000148365,A005553,2025-03-28 01:25:00,188.19,M00450,Other,MX
T000148366,A005553,2025-09-23 19:21:00,138.77,M00809,Other,US
T000148367,A005553,2025-12-10 01:49:00,90.3,M00657,Maintenance,MX
T000148368,A005553,2025-11-26 05:39:00,59.82,M00482,Office,US
T000148369,A005553,2025-10-26 01:30:00,161.66,M00096,Other,MX
T000148370,A005553,2025-10-11 11:22:00,49.42,M01114,Maintenance,MX
T000148371,A005553,2025-12-01 17:41:00,329.12,M01133,Other,CA
T000148372,A005553,2025-11-04 19:41:00,324.39,M00734,Fuel,US
T000148373,A005553,2025-08-21 04:48:00,81.62,M00512,Fuel,US
T000148374,A005553,2025-09-08 21:57:00,71.2,M01042,Maintenance,MX
T000148375,A005553,2025-02-25 03:12:00,834.87,M00950,Lodging,MX
T000148376,A005553,2025-06-11 19:41:00,62.47,M00639,Other,US
T000148377,A005553,2025-03-28 20:00:00,131.99,M00530,Maintenance,US
T000148378,A005553,2025-08-18 01:44:00,316.55,M00602,Parts,MX
T000148379,A005553,2025-06-13 07:14:00,144.42,M00079,Tolls,US
T000148380,A005553,2025-11-26 20:00:00,39.64,M00378,Retail,US
T000148381,A005553,2025-06-16 04:44:00,158.75,M00208,,US
T000148382,A005553,2025-05-09 06:11:00,158.54,M00115,Restaurant,US
T000148383,A005553,2025-04-17 09:42:00,58.11,M00005,Fuel,US
T000148384,A005553,2025-12-13 21:49:00,24.39,M00493,Tolls,US
T000148385,A005553,2025-01-25 02:07:00,91.8,M00470,Office,US
T000148386,A005553,2025-02-12 15:26:00,62.27,M00717,Restaurant,US
T000148387,A005553,2025-03-26 20:37:00,74.18,M00142,Retail,MX
T000148388,A005553,2025-04-28 01:36:00,284.24,M00872,Fuel,MX
T000148389,A005553,2025-07-31 03:32:00,50.69,M00199,Other,CA
T000148390,A005553,2025-03-20 00:09:00,427.72,M00920,Maintenance,CA
T000148391,A005553,2025-04-01 09:54:00,20.54,M00479,Office,CA
T000148392,A005554,2025-12-04 09:32:00,149.85,M00441,Parts,US
T000148393,A005554,2025-04-18 13:41:00,257.12,M00415,Tolls,US
T000148394,A005554,2025-04-01 20:36:00,466.0,M00732,Parts,CA
T000148395,A005554,2025-01-24 22:54:00,223.16,M00814,Retail,US
T000148396,A005554,2025-07-11 02:50:00,99.91,M00708,Other,CA
T000148397,A005554,2025-08-23 21:08:00,93.6,M00373,Fuel,MX
T000148398,A005554,2025-12-15 07:09:00,75.62,M00049,Maintenance,US
T000148399,A005554,2025-01-06 15:52:00,116.66,M00976,Maintenance,US
T000148400,A005554,2025-03-17 18:32:00,90.2,M00471,Fuel,US
T000148401,A005554,2025-05-04 01:20:00,26.39,M00885,Fuel,US
T000148402,A005554,2025-04-15 06:16:00,82.1,M00560,Restaurant,US
T000148403,A005554,2025-03-07 23:38:00,130.12,M00831,Maintenance,US
T000148404,A005554,2025-07-31 18:12:00,88.25,M00315,Other,US
T000148405,A005554,2025-02-26 06:29:00,99.72,M00070,Fuel,US
T000148406,A005554,2025-06-24 16:01:00,256.28,M00234,Lodging,US
T000148407,A005554,2025-01-08 04:12:00,430.55,M00284,Office,US
T000148408,A005554,2025-02-04 08:01:00,67.64,M00846,Fuel,US
T000148409,A005554,2025-05-30 23:41:00,108.88,M00135,Retail,US
T000148410,A005554,2025-06-06 11:33:00,67.59,M00143,Lodging,CA
T000148411,A005554,2025-04-28 04:50:00,163.55,M00500,Office,US
T000148412,A005554,2025-09-22 23:15:00,120.56,M00942,Tolls,US
T000148413,A005554,2025-08-29 01:09:00,11.77,M00565,,US
T000148414,A005554,2025-05-30 02:30:00,113.59,M01140,Other,US
T000148415,A005554,2025-11-12 21:47:00,207.67,M00099,Fuel,US
T000148416,A005554,2025-03-07 09:16:00,90.79,M00054,Tolls,CA
T000148417,A005554,2025-08-18 09:30:00,95.6,M00531,Retail,US
T000148418,A005554,2025-08-16 04:03:00,960.16,M01032,Parts,MX
T000148419,A005554,2025-02-05 02:20:00,172.87,M00684,Fuel,US
T000148420,A005554,2025-11-08 04:25:00,75.88,M00140,Retail,US
T000148421,A005554,2025-01-16 02:25:00,88.32,M00967,Maintenance,US
T000148422,A005554,2025-10-17 21:46:00,202.74,M00871,Office,US
T000148423,A005554,2025-04-07 14:01:00,65.63,M00261,Lodging,US
T000148424,A005554,2025-05-07 10:39:00,130.51,M00093,Parts,MX
T000148425,A005554,2025-08-28 02:43:00,1403.36,M00263,Maintenance,US
T000148426,A005554,2025-10-22 05:42:00,103.09,M00924,,US
T000148427,A005554,2025-08-23 14:04:00,233.96,M00703,Lodging,US
T000148428,A005555,2025-09-10 07:07:00,95.15,M00006,,US
T000148429,A005555,2025-12-30 02:47:00,227.5,M00983,Parts,US
T000148430,A005555,2025-02-26 09:05:00,111.39,M00875,Retail,US
T000148431,A005555,2025-08-11 22:14:00,224.62,M00243,Maintenance,US
T000148432,A005555,2025-03-19 09:25:00,50.5,M00861,Parts,MX
T000148433,A005555,2025-05-12 21:17:00,235.31,M00404,Retail,US
T000148434,A005555,2025-11-01 15:30:00,182.19,M00920,Restaurant,US
T000148435,A005555,2025-08-30 11:53:00,55.73,M00904,Other,US
T000148436,A005555,2025-12-08 01:58:00,192.02,M01155,Parts,CA
T000148437,A005555,2025-07-10 09:10:00,235.4,M00170,Lodging,US
T000148438,A005555,2025-06-08 15:13:00,91.76,M00983,Restaurant,US
T000148439,A005555,2025-03-30 04:22:00,365.6,M00052,Office,MX
T000148440,A005555,2025-09-11 18:08:00,123.27,M00795,Other,US
T000148441,A005555,2025-01-23 05:13:00,197.84,M00343,Restaurant,US
T000148442,A005555,2025-09-09 12:52:00,384.78,M00162,Other,CA
T000148443,A005555,2025-09-20 16:46:00,-174.85,M00547,Restaurant,US
T000148444,A005555,2025-11-04 05:59:00,54.41,M00893,Retail,US
T000148445,A005555,2025-09-21 10:10:00,72.24,M00029,Retail,MX
T000148446,A005555,2025-02-27 15:42:00,49.78,M01065,Other,CA
T000148447,A005555,2025-11-26 01:50:00,39.07,M00601,Restaurant,US
T000148448,A005555,2025-12-10 01:17:00,161.59,M00123,Restaurant,US
T000148449,A005555,2025-11-07 06:18:00,88.51,M00358,Parts,MX
T000148450,A005555,2025-06-14 12:20:00,37.92,M00160,Tolls,US
T000148451,A005555,2025-01-06 19:25:00,48.53,M00251,Office,US
T000148452,A005555,2025-08-10 14:14:00,75.08,M00409,Other,CA
T000148453,A005555,2025-04-13 01:12:00,55.92,M00125,Lodging,US
T000148454,A005555,2025-10-16 04:31:00,286.36,M00465,Retail,US
T000148455,A005555,2025-08-21 20:24:00,710.13,M01185,Retail,US
T000148456,A005555,2025-02-13 07:17:00,54.57,M00152,Lodging,US
T000148457,A005555,2025-08-07 22:13:00,96.19,M00246,Tolls,US
T000148458,A005556,2025-08-21 14:40:00,529.47,M00676,Retail,US
T000148459,A005556,2025-06-21 11:08:00,104.18,M00814,Maintenance,US
T000148460,A005556,2025-02-05 15:05:00,103.71,M00490,Tolls,US
T000148461,A005556,2025-04-08 06:31:00,423.16,M00030,Other,US
T000148462,A005556,2025-02-25 03:58:00,29.85,M00664,Other,US
T000148463,A005556,2025-09-21 22:55:00,117.87,M00469,Office,CA
T000148464,A005556,2025-02-09 08:34:00,309.39,M00420,Other,US
T000148465,A005556,2025-09-25 01:43:00,547.16,M00466,Retail,US
T000148466,A005556,2025-08-19 17:34:00,201.63,M00157,Parts,CA
T000148467,A005556,2025-08-25 08:12:00,63.44,M00072,Tolls,US
T000148468,A005556,2025-11-26 20:03:00,253.55,M00984,Parts,US
T000148469,A005556,2025-08-25 12:16:00,62.58,M00039,Maintenance,CA
T000148470,A005556,2025-10-12 22:46:00,97.31,M00351,Maintenance,CA
T000148471,A005556,2025-03-20 11:59:00,376.23,M01177,Other,US
T000148472,A005556,2025-04-17 10:53:00,213.26,M00539,Tolls,US
T000148473,A005556,2025-10-08 17:13:00,122.84,M00779,Maintenance,US
T000148474,A005556,2025-10-17 12:04:00,33.68,M00593,Tolls,CA
T000148475,A005556,2025-06-28 15:05:00,86.32,M00843,Retail,US
T000148476,A005556,2025-06-18 22:49:00,36.66,M01053,Maintenance,US
T000148477,A005556,2025-09-06 22:13:00,572.38,M00100,Tolls,US
T000148478,A005556,2025-07-01 22:14:00,36.65,M00533,Other,MX
T000148479,A005557,2025-05-07 17:50:00,47.01,M00329,Retail,US
T000148480,A005557,2025-10-25 00:04:00,378.04,M00419,Restaurant,US
T000148481,A005557,2025-12-06 07:13:00,177.69,M00931,Maintenance,US
T000148482,A005557,2025-07-27 09:52:00,687.07,M00363,Office,US
T000148483,A005557,2025-09-29 20:35:00,322.23,M01161,Other,US
T000148484,A005557,2025-04-09 17:31:00,137.71,M00856,Fuel,US
T000148485,A005557,2025-01-12 03:55:00,165.38,M00361,Tolls,US
T000148486,A005557,2025-06-03 15:58:00,152.32,M00260,Other,US
T000148487,A005557,2025-11-13 08:13:00,67.98,M00968,Retail,US
T000148488,A005557,2025-05-31 10:03:00,53.31,M00629,Office,CA
T000148489,A005557,2025-07-30 23:52:00,124.63,M00015,Fuel,US
T000148490,A005557,2025-10-03 23:39:00,295.31,M00024,Fuel,MX
T000148491,A005557,2025-11-13 18:14:00,17.7,M00882,Restaurant,US
T000148492,A005557,2025-08-24 21:55:00,291.2,M00176,Maintenance,US
T000148493,A005557,2025-12-12 16:00:00,17.02,M00201,Other,MX
T000148494,A005557,2025-11-04 21:59:00,344.24,M00803,Retail,US
T000148495,A005557,2025-04-13 13:20:00,325.63,M00579,Fuel,MX
T000148496,A005557,2025-01-24 13:31:00,81.06,M00227,Office,US
T000148497,A005557,2025-10-09 06:43:00,133.37,M00108,Restaurant,US
T000148498,A005557,2025-12-18 22:24:00,67.55,M00239,Fuel,US
T000148499,A005557,2025-09-17 14:14:00,40.26,M00900,Parts,US
T000148500,A005557,2025-06-13 15:32:00,282.29,M00326,Parts,US
T000148501,A005557,2025-06-06 05:55:00,72.96,M00032,Other,MX
T000148502,A005557,2025-03-13 02:43:00,44.5,M00308,Parts,US
T000148503,A005557,2025-09-20 22:50:00,70.64,M00428,Maintenance,US
T000148504,A005557,2025-11-12 22:18:00,103.03,M00705,Restaurant,MX
T000148505,A005557,2025-07-07 07:50:00,210.46,M00155,Tolls,US
T000148506,A005557,2025-05-31 09:58:00,256.79,M00185,Parts,US
T000148507,A005557,2025-10-27 14:33:00,455.29,M00204,Retail,US
T000148508,A005557,2025-09-04 20:27:00,44.07,M00701,Tolls,US
T000148509,A005557,2025-02-10 18:12:00,64.24,M00982,Maintenance,CA
T000148510,A005557,2025-11-21 00:42:00,372.28,M01186,Office,US
T000148511,A005557,2025-02-16 08:09:00,33.3,M01037,Tolls,US
T000148512,A005558,2025-07-13 23:43:00,86.7,M00230,Lodging,US
T000148513,A005558,2025-11-02 15:26:00,32.3,M00102,Lodging,US
T000148514,A005558,2025-02-14 15:51:00,89.14,M00212,Fuel,US
T000148515,A005558,2025-07-08 03:30:00,69.5,M00327,Lodging,CA
T000148516,A005558,2025-12-18 07:09:00,54.72,M00866,Retail,MX
T000148517,A005558,2025-08-25 22:28:00,16.55,M00678,Other,US
T000148518,A005558,2025-09-04 17:36:00,346.49,M00854,Office,US
T000148519,A005558,2025-06-24 05:28:00,73.47,M00980,Fuel,US
T000148520,A005558,2025-08-22 16:32:00,173.87,M00965,Maintenance,US
T000148521,A005558,2025-05-27 18:57:00,392.12,M00835,Parts,US
T000148522,A005558,2025-09-21 22:12:00,166.21,M00928,Other,US
T000148523,A005558,2025-04-29 20:37:00,512.62,M00734,Tolls,CA
T000148524,A005558,2025-09-28 06:37:00,29.94,M01144,Restaurant,US
T000148525,A005558,2025-07-27 08:50:00,107.46,M00430,Parts,US
T000148526,A005558,2025-11-05 12:34:00,264.74,M00732,Restaurant,US
T000148527,A005558,2025-05-22 02:02:00,94.7,M00942,Office,CA
T000148528,A005558,2025-04-18 14:18:00,115.7,M00163,Fuel,US
T000148529,A005558,2025-10-04 04:25:00,21.47,M00642,Retail,MX
T000148530,A005558,2025-05-15 17:22:00,943.85,M00577,Lodging,US
T000148531,A005558,2025-04-18 11:29:00,89.06,M00505,Maintenance,US
T000148532,A005558,2025-09-04 02:04:00,51.78,M00183,Maintenance,US
T000148533,A005558,2025-09-20 11:43:00,99.43,M00711,Lodging,MX
T000148534,A005558,2025-10-06 09:31:00,229.54,M00255,Other,US
T000148535,A005558,2025-10-19 19:10:00,18.49,M00957,Retail,US
T000148536,A005558,2025-12-11 16:36:00,106.04,M00469,Parts,US
T000148537,A005558,2025-12-14 03:18:00,42.63,M01179,Retail,MX
T000148538,A005558,2025-05-01 18:33:00,291.48,M00157,Maintenance,US
T000148539,A005558,2025-03-10 18:54:00,209.24,M00831,Fuel,US
T000148540,A005559,2025-12-13 11:01:00,172.16,M00208,Restaurant,US
T000148541,A005559,2025-03-01 05:19:00,311.47,M00753,Parts,US
T000148542,A005559,2025-09-18 02:32:00,67.14,M00909,Restaurant,MX
T000148543,A005559,2025-01-16 03:15:00,54.64,M00783,Fuel,US
T000148544,A005559,2025-12-11 21:44:00,521.02,M01108,Parts,US
T000148545,A005559,2025-02-03 21:37:00,84.01,M00935,Fuel,MX
T000148546,A005559,2025-01-31 06:37:00,225.61,M00271,Retail,US
T000148547,A005559,2025-10-15 00:21:00,38.02,M00817,Office,US
T000148548,A005559,2025-03-19 12:15:00,47.99,M00525,Other,MX
T000148549,A005559,2025-01-11 21:19:00,146.26,M00880,Retail,MX
T000148550,A005559,2025-12-28 09:53:00,71.15,M00458,Parts,US
T000148551,A005559,2025-05-18 01:14:00,132.97,M01017,Office,MX
T000148552,A005559,2025-06-12 18:30:00,96.29,M00177,Lodging,US
T000148553,A005559,2025-05-03 05:00:00,199.03,M01074,Lodging,MX
T000148554,A005559,2025-10-25 03:13:00,48.79,M00304,Tolls,US
T000148555,A005559,2025-04-29 01:12:00,30.7,M00250,Lodging,CA
T000148556,A005559,2025-05-30 19:17:00,264.95,M01040,Lodging,US
T000148557,A005559,2025-12-30 03:04:00,75.9,M00338,Parts,CA
T000148558,A005559,2025-09-21 13:43:00,53.54,M00872,Restaurant,US
T000148559,A005559,2025-11-04 18:26:00,71.73,M00960,Office,CA
T000148560,A005559,2025-04-04 08:23:00,117.61,M00697,Parts,US
T000148561,A005559,2025-01-26 18:47:00,153.84,M01198,Tolls,US
T000148562,A005559,2025-03-27 00:20:00,71.86,M00028,Tolls,MX
T000148563,A005559,2025-06-07 01:34:00,44.91,M00915,Tolls,US
T000148564,A005559,2025-09-14 22:15:00,125.86,M00336,Lodging,US
T000148565,A005559,2025-01-17 22:20:00,181.92,M01108,Retail,US
T000148566,A005559,2025-05-16 04:30:00,93.14,M00016,Maintenance,US
T000148567,A005559,2025-04-15 03:49:00,223.24,M00170,Parts,US
T000148568,A005559,2025-12-27 14:55:00,196.41,M00426,Restaurant,MX
T000148569,A005559,2025-10-13 04:33:00,464.18,M00636,Lodging,US
T000148570,A005559,2025-09-20 00:55:00,83.14,M01052,Parts,MX
T000148571,A005559,2025-02-20 04:12:00,83.4,M00626,Office,US
T000148572,A005559,2025-09-30 16:35:00,34.96,M00311,Tolls,CA
T000148573,A005559,2025-07-15 15:51:00,135.51,M00231,Fuel,US
T000148574,A005560,2025-07-04 08:59:00,866.77,M00814,Maintenance,MX
T000148575,A005560,2025-05-15 10:17:00,909.62,M00201,Maintenance,US
T000148576,A005560,2025-05-10 15:04:00,91.94,M01105,Other,MX
T000148577,A005560,2025-01-22 22:16:00,29.03,M00449,Parts,US
T000148578,A005560,2025-02-08 16:19:00,89.79,M00888,Retail,US
T000148579,A005560,2025-05-16 07:53:00,74.89,M00137,Maintenance,US
T000148580,A005560,2025-12-22 19:29:00,610.13,M01086,Other,US
T000148581,A005560,2025-05-01 19:55:00,72.17,M01054,Parts,US
T000148582,A005560,2025-04-15 21:50:00,78.96,M00374,Office,US
T000148583,A005560,2025-10-12 18:26:00,604.04,M00234,Maintenance,US
T000148584,A005560,2025-04-12 18:19:00,256.4,M00454,Tolls,US
T000148585,A005560,2025-06-29 08:36:00,75.44,M00958,Maintenance,US
T000148586,A005560,2025-11-17 08:12:00,194.62,M00329,Restaurant,US
T000148587,A005560,2025-06-09 19:52:00,90.22,M00458,Fuel,US
T000148588,A005560,2025-07-26 10:29:00,95.67,M00327,Parts,US
T000148589,A005560,2025-02-03 12:31:00,116.62,M00986,Fuel,US
T000148590,A005560,2025-06-30 15:44:00,119.87,M00849,Fuel,US
T000148591,A005560,2025-05-24 10:51:00,72.99,M00867,Parts,US
T000148592,A005560,2025-09-20 14:16:00,43.47,M00224,Other,MX
T000148593,A005560,2025-01-26 03:19:00,187.9,M00589,Maintenance,US
T000148594,A005560,2025-06-15 01:40:00,33.43,M01076,Parts,US
T000148595,A005560,2025-11-01 21:14:00,35.67,M00109,Other,MX
T000148596,A005560,2025-08-31 07:33:00,92.55,M00381,Maintenance,MX
T000148597,A005560,2025-05-16 22:58:00,262.12,M00855,Parts,MX
T000148598,A005560,2025-06-17 21:10:00,156.71,M01037,Restaurant,US
T000148599,A005560,2025-09-26 19:54:00,42.25,M00457,Lodging,US
T000148600,A005560,2025-06-14 00:30:00,128.03,M00260,,US
T000148601,A005560,2025-08-02 12:55:00,122.2,M00940,Tolls,US
T000148602,A005560,2025-12-16 19:57:00,358.5,M00813,Parts,MX
T000148603,A005560,2025-03-23 08:15:00,275.82,M00175,Restaurant,US
T000148604,A005560,2025-12-10 20:30:00,263.89,M01151,Lodging,US
T000148605,A005560,2025-11-13 11:45:00,169.31,M00277,Parts,US
T000148606,A005560,2025-04-16 09:42:00,450.01,M00011,Office,US
T000148607,A005561,2025-01-08 12:16:00,1011.14,M00125,Retail,MX
T000148608,A005561,2025-04-15 00:36:00,111.91,M00378,Restaurant,US
T000148609,A005561,2025-11-10 18:20:00,389.08,M01118,Lodging,US
T000148610,A005561,2025-05-13 13:57:00,26.92,M00230,Other,US
